stock_code,description,revenue,quantity_sold,order_frequency,return_quantity,return_rate,country
84006,MAGIC TREE -PAPER FLOWERS,848.7,918,106,1,0.0011,United Kingdom
22706,WRAP COWBOYS,847.94,2057,72,25,0.0122,United Kingdom
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,847.82,574,34,240,0.4181,United Kingdom
21359,RELAX LARGE WOOD LETTERS,844.28,130,33,32,0.2462,United Kingdom
22537,MAGIC DRAWING SLATE DINOSAUR,844.0,1929,172,48,0.0249,United Kingdom
23564,EGG CUP MILKMAID INGRID,841.31,644,76,0,0.0,United Kingdom
22162,HEART GARLAND RUSTIC PADDED,841.24,266,96,115,0.4323,United Kingdom
20839,FRENCH PAISLEY CUSHION COVER,840.44,575,106,80,0.1391,United Kingdom
21694,SMALL REGAL  SILVER CANDLEPOT,840.33,307,24,0,0.0,United Kingdom
37327,ASSTD MULTICOLOUR CIRCLES MUG,840.08,1584,87,230,0.1452,United Kingdom
15034,PAPER POCKET TRAVELING FAN,840.02,6591,142,1385,0.2101,United Kingdom
23551,PACK OF 12 PAISLEY PARK TISSUES,839.84,1840,136,0,0.0,United Kingdom
22276,WASH BAG VINTAGE ROSE PAISLEY,838.86,290,88,66,0.2276,United Kingdom
22254,FELT TOADSTOOL LARGE,836.8,657,61,0,0.0,United Kingdom
22102,MIRROR MOSAIC T-LIGHT HOLDER,831.84,1622,32,720,0.4439,United Kingdom
22217,T-LIGHT HOLDER HANGING LACE,831.26,839,84,195,0.2324,United Kingdom
21125,SET 6 FOOTBALL CELEBRATION CANDLES,830.98,657,105,2,0.003,United Kingdom
21642,ASSORTED TUTTI FRUTTI PEN,830.73,2471,108,256,0.1036,United Kingdom
22587,FELTCRAFT HAIRBAND RED AND BLUE,830.52,918,162,41,0.0447,United Kingdom
21804,WHITE CHRISTMAS GARLAND STARS TREES,830.03,319,70,84,0.2633,United Kingdom
20986,BLUE CALCULATOR RULER,829.74,654,113,0,0.0,United Kingdom
22341,LOVE GARLAND PAINTED ZINC,827.63,453,78,0,0.0,United Kingdom
22862,LOVE HEART NAPKIN BOX,826.95,171,67,33,0.193,United Kingdom
23017,APOTHECARY MEASURING JAR,826.28,67,23,1,0.0149,United Kingdom
21294,ETCHED GLASS COASTER,825.49,1718,74,235,0.1368,United Kingdom
85194L,HANGING SPRING FLOWER EGG LARGE,822.89,947,76,28,0.0296,United Kingdom
22093,MOTORING TISSUE BOX,822.13,1830,161,12,0.0066,United Kingdom
72818,CHRISTMAS DECOUPAGE CANDLE,821.98,1846,81,113,0.0612,United Kingdom
21905,MORE BUTTER METAL SIGN,821.61,760,160,0,0.0,United Kingdom
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,819.64,943,52,0,0.0,United Kingdom
23186,FRENCH STYLE STORAGE JAR CAFE,819.46,1982,72,12,0.0061,United Kingdom
23324,RUSTIC STRAWBERRY JAM POT LARGE,816.04,399,46,35,0.0877,United Kingdom
23106,ZINC HEARTS PLANT POT HOLDER,815.59,291,54,12,0.0412,United Kingdom
85169A,IVORY LOVE BIRD CANDLE,813.02,812,89,12,0.0148,United Kingdom
22249,DECORATION WHITE CHICK MAGIC GARDEN,812.86,928,146,4,0.0043,United Kingdom
85049a,TRADITIONAL CHRISTMAS RIBBONS,812.84,244,36,0,0.0,United Kingdom
79191C,RETRO PLASTIC ELEPHANT TRAY,812.53,1105,78,158,0.143,United Kingdom
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,808.16,422,24,30,0.0711,United Kingdom
84509B,SET OF 4 FAIRY CAKE PLACEMATS,806.04,217,79,0,0.0,United Kingdom
21789,KIDS RAIN MAC PINK,803.65,925,94,20,0.0216,United Kingdom
22268,DECORATION SITTING BUNNY,802.34,2009,162,136,0.0677,United Kingdom
23409,PHOTO FRAME LINEN AND LACE LARGE,801.68,215,45,7,0.0326,United Kingdom
22099,CARAVAN SQUARE TISSUE BOX,800.59,1440,154,9,0.0063,United Kingdom
22546,MINI JIGSAW PURDEY,799.98,2103,87,1,0.0005,United Kingdom
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,796.99,451,102,5,0.0111,United Kingdom
79160,HEART SHAPE WIRELESS DOORBELL,795.83,444,52,8,0.018,United Kingdom
23487,SWEET HEART CAKE CARRIER,795.58,80,50,9,0.1125,United Kingdom
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,795.02,479,87,5,0.0104,United Kingdom
23521,WALL ART CAT AND BIRD,793.37,413,44,0,0.0,United Kingdom
21162,TOXIC AREA  DOOR HANGER,792.98,1462,162,0,0.0,United Kingdom
23519,EMBROIDERED RIBBON REEL CLAIRE,792.31,224,24,0,0.0,United Kingdom
22705,WRAP GREEN PEARS,790.86,1883,78,25,0.0133,United Kingdom
23335,EGG FRYING PAN IVORY,790.78,377,98,12,0.0318,United Kingdom
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,789.78,873,150,0,0.0,United Kingdom
23568,EGG CUP HENRIETTA HEN CREAM,787.52,630,49,1,0.0016,United Kingdom
22340,NOEL GARLAND PAINTED ZINC,787.21,1398,129,12,0.0086,United Kingdom
21680,WOODLAND  STICKERS,786.31,868,103,0,0.0,United Kingdom
85163B,BLACK BAROQUE WALL CLOCK,783.68,84,37,1,0.0119,United Kingdom
22518,CHILDS GARDEN BRUSH BLUE,783.54,365,84,30,0.0822,United Kingdom
84660A,WHITE STITCHED WALL CLOCK,783.45,858,47,25,0.0291,United Kingdom
85159A,"BLACK TEA,COFFEE,SUGAR JARS",783.35,453,53,40,0.0883,United Kingdom
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,782.3,276,85,65,0.2355,United Kingdom
21158,MOODY GIRL DOOR HANGER,781.87,1469,171,24,0.0163,United Kingdom
22685,FRENCH BLUE METAL DOOR SIGN 0,780.8,603,105,10,0.0166,United Kingdom
21504,SKULLS GREETING CARD,778.89,1891,116,80,0.0423,United Kingdom
22228,BUNNY WOODEN PAINTED WITH BIRD,777.78,1000,148,2,0.002,United Kingdom
21983,PACK OF 12 BLUE PAISLEY TISSUES,777.67,2301,156,24,0.0104,United Kingdom
85231B,CINAMMON SET OF 9 T-LIGHTS,777.58,868,152,11,0.0127,United Kingdom
21272,SALLE DE BAIN HOOK,777.57,566,108,214,0.3781,United Kingdom
85032A,ROMANTIC IMAGES GIFT WRAP SET,776.49,789,135,0,0.0,United Kingdom
22422,TOOTHPASTE TUBE PEN,776.1,1273,205,0,0.0,United Kingdom
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,775.84,104,68,0,0.0,United Kingdom
22451,SILK PURSE BABUSHKA RED,775.8,241,57,33,0.1369,United Kingdom
84279B,CHERRY BLOSSOM DECORATIVE FLASK,774.7,384,74,8,0.0208,United Kingdom
22586,FELTCRAFT HAIRBAND PINK AND BLUE,774.55,856,164,78,0.0911,United Kingdom
84519B,CARROT CHARLIE+LOLA COASTER SET,773.3,471,126,0,0.0,United Kingdom
21084,SET/6 COLLAGE PAPER CUPS,773.14,2610,182,24,0.0092,United Kingdom
22522,CHILDS GARDEN FORK BLUE,772.59,931,131,138,0.1482,United Kingdom
21927,BLUE/CREAM STRIPE CUSHION COVER,771.15,631,108,39,0.0618,United Kingdom
22133,PINK LOVE HEART SHAPE CUP,770.73,816,133,0,0.0,United Kingdom
84609,TALL ROCOCO CANDLE HOLDER,770.59,93,22,31,0.3333,United Kingdom
23115,RED APPLES CHOPPING BOARD,770.32,152,46,1440,9.4737,United Kingdom
21530,DAIRY MAID TOASTRACK,769.57,777,112,61,0.0785,United Kingdom
21618,4 WILDFLOWER BOTANICAL CANDLES,768.37,404,93,56,0.1386,United Kingdom
23140,TRIPLE WIRE HOOK IVORY HEART,766.1,182,53,12,0.0659,United Kingdom
22786,CUSHION COVER PINK UNION JACK,764.63,123,47,0,0.0,United Kingdom
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,763.66,160,74,0,0.0,United Kingdom
23550,WRAP ALPHABET POSTER,763.1,1855,64,0,0.0,United Kingdom
23006,TRAVEL CARD WALLET FLOWER MEADOW,762.75,1758,178,78,0.0444,United Kingdom
23458,DOLLY CABINET 3 DRAWERS,762.45,51,34,5,0.098,United Kingdom
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,761.57,643,68,6,0.0093,United Kingdom
22025,RING OF ROSES BIRTHDAY CARD,761.05,1835,132,42,0.0229,United Kingdom
23025,DRAWER KNOB VINTAGE GLASS BALL,760.8,350,55,6,0.0171,United Kingdom
85130B,BEADED CRYSTAL HEART GREEN LARGE,760.43,834,62,0,0.0,United Kingdom
85125,SMALL ROUND CUT GLASS CANDLESTICK,760.39,164,35,64,0.3902,United Kingdom
17084R,ASSORTED INCENSE PACK,760.32,4032,27,0,0.0,United Kingdom
21287,SCENTED VELVET LOUNGE CANDLE,760.15,1790,55,0,0.0,United Kingdom
10002,INFLATABLE POLITICAL GLOBE,759.89,1040,73,3,0.0029,United Kingdom
23123,COCKTAIL SWORDS 50 PIECES,759.57,935,97,6,0.0064,United Kingdom
22753,SMALL YELLOW BABUSHKA NOTEBOOK,758.13,1010,217,0,0.0,United Kingdom
23282,FOLDING BUTTERFLY MIRROR IVORY,757.86,812,135,0,0.0,United Kingdom
22454,MEASURING TAPE BABUSHKA RED,757.02,266,43,28,0.1053,United Kingdom
22480,RED TEA TOWEL CLASSIC DESIGN,755.96,630,74,24,0.0381,United Kingdom
84913B,MINT GREEN ROSE TOWEL,754.07,196,86,0,0.0,United Kingdom
22336,DOVE DECORATION PAINTED ZINC,754.03,2381,82,208,0.0874,United Kingdom
23124,18PC WOODEN CUTLERY SET DISPOSABLE,751.38,567,43,0,0.0,United Kingdom
21383,PACK OF 12 STICKY BUNNIES,751.28,991,168,2,0.002,United Kingdom
20748,KENSINGTON COFFEE SET,751.17,109,36,0,0.0,United Kingdom
22523,CHILDS GARDEN FORK PINK,750.81,865,138,102,0.1179,United Kingdom
23223,CHRISTMAS TREE HANGING SILVER,750.19,801,89,12,0.015,United Kingdom
21126,SET OF 6 GIRLS CELEBRATION CANDLES,748.95,592,126,0,0.0,United Kingdom
22495,SET OF 2 ROUND TINS CAMEMBERT,748.82,282,99,6,0.0213,United Kingdom
84763,ZINC FINISH 15CM PLANTER POTS,748.34,601,59,155,0.2579,United Kingdom
22322,BIRD DECORATION GREEN POLKADOT,747.81,820,140,12,0.0146,United Kingdom
22481,BLACK TEA TOWEL CLASSIC DESIGN,747.3,825,129,288,0.3491,United Kingdom
21215,IVORY PAPER CUP CAKE CASES,744.35,1087,124,0,0.0,United Kingdom
22258,FELT FARM ANIMAL RABBIT,743.89,912,79,7,0.0077,United Kingdom
21643,ASSORTED TUTTI FRUTTI MIRROR,743.31,550,62,21,0.0382,United Kingdom
22316,200 BENDY SKULL STRAWS,742.37,660,56,1,0.0015,United Kingdom
23325,RUSTIC STRAWBERRY JAM POT SMALL,740.94,462,38,18,0.039,United Kingdom
85212,MINI PAINTED GARDEN DECORATION,740.15,2451,79,0,0.0,United Kingdom
85032B,BLOSSOM IMAGES GIFT WRAP SET,739.99,786,133,0,0.0,United Kingdom
23114,VINTAGE LEAF CHOPPING BOARD,737.95,149,48,1443,9.6846,United Kingdom
21677,HEARTS  STICKERS,737.84,835,120,12,0.0144,United Kingdom
22264,FELT FARM ANIMAL WHITE BUNNY,736.98,1561,96,0,0.0,United Kingdom
22393,PAPERWEIGHT VINTAGE COLLAGE,736.88,510,73,4,0.0078,United Kingdom
79030G,TUMBLER NEW ENGLAND,733.49,1403,69,429,0.3058,United Kingdom
84660B,BLACK STITCHED WALL CLOCK,733.28,707,40,0,0.0,United Kingdom
23454,THREE MINI HANGING FRAMES,733.2,174,53,2,0.0115,United Kingdom
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,732.42,824,99,0,0.0,United Kingdom
22097,SWALLOW SQUARE TISSUE BOX,732.39,1596,146,10,0.0063,United Kingdom
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,730.95,819,148,4,0.0049,United Kingdom
21398,RED POLKADOT COFFEE  MUG,729.6,1532,64,9,0.0059,United Kingdom
22856,ASSORTED EASTER DECORATIONS  BELLS,729.57,569,30,51,0.0896,United Kingdom
22400,MAGNETS PACK OF 4 HOME SWEET HOME,729.09,1393,151,1,0.0007,United Kingdom
23522,WALL ART DOG AND BALL,727.44,354,32,0,0.0,United Kingdom
20996,JAZZ HEARTS ADDRESS BOOK,726.89,3191,225,0,0.0,United Kingdom
22684,FRENCH BLUE METAL DOOR SIGN 9,726.07,539,106,13,0.0241,United Kingdom
84754,S/15 SILVER GLASS BAUBLES IN BAG,725.52,558,64,386,0.6918,United Kingdom
21883,STARS GIFT TAPE,725.42,1653,134,1,0.0006,United Kingdom
90200D,PINK SWEETHEART BRACELET,725.32,175,78,0,0.0,United Kingdom
85131D,BEADED CRYSTAL HEART PINK ON STICK,725.26,850,206,0,0.0,United Kingdom
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,724.59,251,43,0,0.0,United Kingdom
22821,GIFT BAG PSYCHEDELIC APPLES,722.67,1171,140,12,0.0102,United Kingdom
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,722.47,646,45,162,0.2508,United Kingdom
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,720.93,66,42,15,0.2273,United Kingdom
79067,CORONA MEXICAN TRAY,719.69,172,40,150,0.8721,United Kingdom
21822,GLITTER CHRISTMAS TREE WITH BELLS,719.3,698,99,3,0.0043,United Kingdom
85032C,CURIOUS IMAGES GIFT WRAP SET,718.54,683,141,12,0.0176,United Kingdom
23222,CHRISTMAS TREE HANGING GOLD,718.53,799,77,24,0.03,United Kingdom
21630,FLOOR CUSHION ELEPHANT CARNIVAL,718.14,69,36,1,0.0145,United Kingdom
22718,CARD CAT AND TREE,717.23,1633,170,24,0.0147,United Kingdom
21775,DECORATIVE FLORE BATHROOM BOTTLE,716.86,515,140,3,0.0058,United Kingdom
22287,DECORATION WOBBLY CHICKEN,716.86,794,81,12,0.0151,United Kingdom
22201,FRYING PAN BLUE POLKADOT,716.8,194,90,2,0.0103,United Kingdom
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,714.35,211,62,83,0.3934,United Kingdom
22026,BANQUET BIRTHDAY  CARD,712.08,1644,161,12,0.0073,United Kingdom
23042,PAPER LANTERN 7 POINT SNOW STAR,711.51,103,29,10,0.0971,United Kingdom
84817,DANISH ROSE DECORATIVE PLATE,710.64,951,61,37,0.0389,United Kingdom
84581,DOG TOY WITH PINK CROCHET SKIRT,709.71,187,92,43,0.2299,United Kingdom
20866,BLUE ROSE FABRIC MIRROR,709.7,597,92,350,0.5863,United Kingdom
23070,EDWARDIAN HEART PHOTO FRAME,709.54,160,44,0,0.0,United Kingdom
21289,LARGE STRIPES CHOCOLATE GIFT BAG,708.75,567,51,20,0.0353,United Kingdom
21143,ANTIQUE GLASS HEART DECORATION,707.23,351,41,43,0.1225,United Kingdom
21636,MADRAS NOTEBOOK MEDIUM,705.16,913,74,22,0.0241,United Kingdom
22514,CHILDS GARDEN SPADE BLUE,704.45,308,104,0,0.0,United Kingdom
22981,PANTRY APPLE CORER,704.13,471,107,6,0.0127,United Kingdom
21356,TOAST ITS - FAIRY FLOWER,703.3,642,151,0,0.0,United Kingdom
21739,COSY SLIPPER SHOES SMALL GREEN,703.08,254,111,0,0.0,United Kingdom
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,702.51,237,53,0,0.0,United Kingdom
21476,STEEL SWEETHEART ROUND TABLE CREAM,699.63,41,24,0,0.0,United Kingdom
21208,PASTEL COLOUR HONEYCOMB FAN,697.77,945,88,41,0.0434,United Kingdom
20704,MR ROBOT SOFT TOY,697.7,216,45,4,0.0185,United Kingdom
79164,BLACK WINE GLASS,697.62,1751,25,1562,0.8921,United Kingdom
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,696.8,1932,125,840,0.4348,United Kingdom
16235,RECYCLED PENCIL WITH RABBIT ERASER,695.4,3068,169,1,0.0003,United Kingdom
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,695.23,95,45,0,0.0,United Kingdom
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,79,99,0.0423,United Kingdom
85049D,BRIGHT BLUES RIBBONS,694.99,549,112,128,0.2332,United Kingdom
21066,VINTAGE RED MUG,693.47,702,55,12,0.0171,United Kingdom
84660C,PINK STITCHED WALL CLOCK,693.32,662,47,21,0.0317,United Kingdom
21650,ASSORTED TUTTI FRUTTI BRACELET,692.85,2550,133,24,0.0094,United Kingdom
35923,CANDY HEART HANGING DECORATION,690.52,1318,64,43,0.0326,United Kingdom
16225,RATTLE SNAKE EGGS,689.35,813,102,0,0.0,United Kingdom
79066K,RETRO MOD TRAY,689.34,783,149,12,0.0153,United Kingdom
22403,MAGNETS PACK OF 4 VINTAGE LABELS,689.28,1322,127,12,0.0091,United Kingdom
22324,BLUE POLKADOT KIDS BAG,688.3,286,74,0,0.0,United Kingdom
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,686.86,112,57,3,0.0268,United Kingdom
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,684.62,1290,126,2,0.0016,United Kingdom
21317,GLASS SPHERE CANDLE STAND MEDIUM,684.08,111,35,1,0.009,United Kingdom
22339,CHRISTMAS TREE PAINTED ZINC,683.31,2468,86,91,0.0369,United Kingdom
85019B,BLOSSOM  IMAGES NOTEBOOK SET,682.97,527,37,0,0.0,United Kingdom
23120,PACK OF 6 SMALL FRUIT STRAWS,682.39,1685,102,72,0.0427,United Kingdom
21163,DO NOT TOUCH MY STUFF DOOR HANGER,680.55,1196,129,71,0.0594,United Kingdom
46776B,WOVEN BERRIES CUSHION COVER,679.67,161,88,0,0.0,United Kingdom
22136,LOVE HEART SOCK HANGER,679.28,378,86,24,0.0635,United Kingdom
23597,PAPER BUNTING PAISLEY PARK,679.07,249,32,6,0.0241,United Kingdom
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,677.86,656,78,6,0.0091,United Kingdom
35001G,HAND OPEN SHAPE GOLD,677.34,198,30,0,0.0,United Kingdom
21205,MULTICOLOUR 3D BALLS GARLAND,677.19,253,71,20,0.0791,United Kingdom
22806,SET OF 6 T-LIGHTS WEDDING CAKE,677.04,260,38,0,0.0,United Kingdom
84659A,WHITE TRAVEL ALARM CLOCK,676.27,299,91,1,0.0033,United Kingdom
23428,IVORY RETRO KITCHEN WALL CLOCK,675.91,77,34,2,0.026,United Kingdom
40001,WHITE BAMBOO RIBS LAMPSHADE,675.23,821,63,259,0.3155,United Kingdom
22267,EASTER DECORATION EGG BUNNY,673.17,836,83,0,0.0,United Kingdom
21351,CINAMMON & ORANGE WREATH,672.88,104,37,227,2.1827,United Kingdom
21696,SMALL SILVER TRELLIS CANDLEPOT,672.4,224,35,332,1.4821,United Kingdom
47591d,PINK FAIRY CAKE CHILDRENS APRON,672.24,134,56,0,0.0,United Kingdom
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,672.09,187,45,0,0.0,United Kingdom
21629,SQUARE FLOOR CUSHION VINTAGE RED,672.05,71,42,0,0.0,United Kingdom
84923,PINK BUTTERFLY HANDBAG W BOBBLES,671.62,162,98,0,0.0,United Kingdom
22618,COOKING SET RETROSPOT,671.53,69,32,1701,24.6522,United Kingdom
22535,MAGIC DRAWING SLATE BUNNIES,669.75,1763,135,48,0.0272,United Kingdom
22204,MILK PAN BLUE POLKADOT,669.54,197,81,5,0.0254,United Kingdom
22057,CERAMIC PLATE STRAWBERRY DESIGN,667.92,584,65,48,0.0822,United Kingdom
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.85,255,12,2,0.0078,United Kingdom
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,665.2,548,116,63,0.115,United Kingdom
85199L,LARGE HANGING IVORY & RED WOOD BIRD,663.43,977,98,263,0.2692,United Kingdom
37475,SET/4 COLOURFUL MIXING BOWLS,661.98,70,43,0,0.0,United Kingdom
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,661.93,227,43,47,0.207,United Kingdom
23547,WRAP FLOWER SHOP,661.5,1575,62,0,0.0,United Kingdom
23482,PEARLISED IVORY HEART LARGE,661.02,418,39,0,0.0,United Kingdom
22615,PACK OF 12 CIRCUS PARADE TISSUES,660.15,2073,103,12,0.0058,United Kingdom
18098C,PORCELAIN BUTTERFLY OIL BURNER,658.75,231,53,140,0.6061,United Kingdom
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,658.51,159,82,0,0.0,United Kingdom
22450,SILK PURSE BABUSHKA BLUE,657.76,194,59,1,0.0052,United Kingdom
22756,LARGE YELLOW BABUSHKA NOTEBOOK,656.52,599,123,0,0.0,United Kingdom
22448,PIN CUSHION BABUSHKA RED,656.43,201,45,0,0.0,United Kingdom
20767,BLUE PAISLEY JOURNAL,656.06,250,79,0,0.0,United Kingdom
20658,RED RETROSPOT LUGGAGE TAG,652.11,433,107,90,0.2079,United Kingdom
46776A,WOVEN BUBBLE GUM CUSHION COVER,651.95,155,70,0,0.0,United Kingdom
23224,CHERUB HEART DECORATION GOLD,649.02,738,73,14,0.019,United Kingdom
22525,CHILDRENS GARDEN GLOVES PINK,648.97,492,77,61,0.124,United Kingdom
21187,WHITE BELL HONEYCOMB PAPER GARLAND,648.45,369,49,97,0.2629,United Kingdom
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,647.11,502,98,0,0.0,United Kingdom
22715,CARD WEDDING DAY,645.64,1543,130,0,0.0,United Kingdom
21747,SMALL SKULL WINDMILL,645.61,485,55,12,0.0247,United Kingdom
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8,310,62,14,0.0452,United Kingdom
22533,MAGIC DRAWING SLATE BAKE A CAKE,644.39,1842,91,104,0.0565,United Kingdom
85177,BASKET OF FLOWERS SEWING KIT,644.21,812,64,1,0.0012,United Kingdom
22389,PAPERWEIGHT SAVE THE PLANET,641.55,338,46,100,0.2959,United Kingdom
84789,ENCHANTED BIRD PLANT CAGE,640.72,187,50,2,0.0107,United Kingdom
35810A,ENAMEL PINK COFFEE CONTAINER,640.09,633,76,78,0.1232,United Kingdom
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,25,197,0.5472,United Kingdom
22067,CHOC TRUFFLE GOLD TRINKET POT,638.62,408,73,6,0.0147,United Kingdom
21808,"CHRISTMAS GARLAND STARS,TREES",637.83,185,49,0,0.0,United Kingdom
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,637.56,3012,71,1130,0.3752,United Kingdom
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,28,0,0.0,United Kingdom
21054,NURSE'S BAG SOFT TOY,634.53,71,31,30,0.4225,United Kingdom
23456,MEDIUM PARLOUR PICTURE FRAME,634.1,158,37,2,0.0127,United Kingdom
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,633.83,650,78,0,0.0,United Kingdom
21784,SHOE SHINE BOX,633.07,65,50,14,0.2154,United Kingdom
17021,NAMASTE SWAGAT INCENSE,632.34,2391,47,0,0.0,United Kingdom
20840,FRENCH FLORAL CUSHION COVER,632.32,533,76,42,0.0788,United Kingdom
21446,12 RED ROSE PEG PLACE SETTINGS,630.92,449,106,50,0.1114,United Kingdom
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,44,0,0.0,United Kingdom
22396,MAGNETS PACK OF 4 RETRO PHOTO,630.37,1226,130,12,0.0098,United Kingdom
72232,FENG SHUI PILLAR CANDLE,630.23,3317,65,0,0.0,United Kingdom
21417,COCKLE SHELL DISH,629.8,340,69,1,0.0029,United Kingdom
84596L,BISCUITS SMALL BOWL LIGHT BLUE,629.38,1254,173,21,0.0167,United Kingdom
23019,SMALL APOTHECARY MEASURING JAR,629.05,81,28,0,0.0,United Kingdom
20932,PINK POT PLANT CANDLE,628.79,204,37,10,0.049,United Kingdom
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,0,0.0,United Kingdom
79163,BLACK CHAMPAGNE GLASS,626.55,1544,42,191,0.1237,United Kingdom
22559,SEASIDE FLYING DISC,626.53,507,83,0,0.0,United Kingdom
20735,BLACK MINI TAPE MEASURE,625.8,624,114,472,0.7564,United Kingdom
22194,BLACK DINER WALL CLOCK,625.69,68,48,15,0.2206,United Kingdom
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,21,35,0.3333,United Kingdom
21426,WOODLAND STORAGE BOX SMALL,624.58,256,49,4,0.0156,United Kingdom
84086C,PINK/PURPLE RETRO RADIO,622.27,218,53,0,0.0,United Kingdom
22520,CHILDS GARDEN TROWEL BLUE,622.1,722,117,101,0.1399,United Kingdom
22269,EGG CUP NATURAL CHICKEN,621.49,932,125,0,0.0,United Kingdom
23425,STORAGE TIN HOME SWEET HOME,621.44,275,59,7,0.0255,United Kingdom
20772,GARDEN PATH JOURNAL,621.19,247,66,1,0.004,United Kingdom
23180,MUM'S KITCHEN CLOCK,621.09,122,50,1,0.0082,United Kingdom
22116,METAL SIGN HIS DINNER IS SERVED,620.42,575,149,12,0.0209,United Kingdom
85141,JARDIN ETCHED GLASS FRUITBOWL,619.94,123,44,16,0.1301,United Kingdom
84637,KITCHEN FLOWER POTS WALL PLAQUE,619.59,116,83,0,0.0,United Kingdom
21865,PINK UNION JACK  PASSPORT COVER,618.93,271,107,40,0.1476,United Kingdom
21473,SWEETHEART CREAM STEEL TABLE RECT,618.66,27,21,0,0.0,United Kingdom
22035,VINTAGE CARAVAN GREETING CARD,617.32,1508,142,160,0.1061,United Kingdom
22288,HANGING METAL RABBIT DECORATION,616.95,474,58,0,0.0,United Kingdom
23471,SIX DRAWER OFFICE TIDY,616.79,65,27,0,0.0,United Kingdom
23453,OVAL  MINI PORTRAIT FRAME,615.98,316,47,0,0.0,United Kingdom
21171,BATHROOM METAL SIGN,613.14,438,74,30,0.0685,United Kingdom
23018,LARGE APOTHECARY MEASURING JAR,612.16,51,21,0,0.0,United Kingdom
21684,SMALL MEDINA STAMPED METAL BOWL,612.1,771,48,62,0.0804,United Kingdom
22420,LIPSTICK PEN BABY PINK,611.3,1333,126,0,0.0,United Kingdom
22021,BLUE FELT EASTER EGG BASKET,610.45,365,72,20,0.0548,United Kingdom
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,609.02,268,29,288,1.0746,United Kingdom
22515,CHILDS GARDEN SPADE PINK,608.95,272,88,2,0.0074,United Kingdom
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,608.53,335,72,0,0.0,United Kingdom
21769,VINTAGE POST OFFICE CABINET,607.65,11,3,5,0.4545,United Kingdom
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,607.23,133,59,0,0.0,United Kingdom
22233,JIGSAW RABBIT AND BIRDHOUSE,607.14,596,109,21,0.0352,United Kingdom
72598,SET/12 TAPER CANDLES,605.89,607,93,0,0.0,United Kingdom
22359,GLASS JAR KINGS CHOICE,605.77,188,87,3,0.016,United Kingdom
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,44,20,0.0418,United Kingdom
22232,JIGSAW TOADSTOOLS 3 PIECE,604.46,690,88,64,0.0928,United Kingdom
20764,ABSTRACT CIRCLES SKETCHBOOK,603.31,142,76,0,0.0,United Kingdom
22255,FELT TOADSTOOL  SMALL,602.63,629,77,0,0.0,United Kingdom
21159,MOODY BOY  DOOR HANGER,601.79,1126,125,40,0.0355,United Kingdom
35971,ROSE FOLKART HEART DECORATIONS,600.93,462,90,17,0.0368,United Kingdom
23520,EMBROIDERED RIBBON REEL RUBY,600.55,167,32,0,0.0,United Kingdom
85017B,ENVELOPE 50 BLOSSOM IMAGES,600.29,1088,162,222,0.204,United Kingdom
21014,SWISS CHALET TREE DECORATION,598.82,1385,120,90,0.065,United Kingdom
