customer_id,country,total_spend,order_count,units_purchased,average_order_value,first_purchase,last_purchase,recency,frequency,monetary_value,r_score,f_score,m_score,rfm_score,rfm_segment,retention_action
16099,United Kingdom,731.9,3,434.0,243.97,2011-04-28 08:34,2011-10-20 13:13,49,3,731.9,3,4,3,343,Loyal customers,Nurture and recommend next purchase
15768,United Kingdom,581.83,3,244.0,193.94,2011-04-28 09:20,2011-08-16 10:48,115,3,581.83,2,4,3,243,Inactive,Win-back campaign
16637,United Kingdom,1124.59,4,927.0,281.15,2011-04-28 10:20,2011-11-07 13:17,31,4,1124.59,3,4,4,344,Loyal customers,Nurture and recommend next purchase
14240,United Kingdom,890.34,2,418.0,445.17,2011-04-28 11:40,2011-11-09 13:45,29,2,890.34,4,3,3,433,Loyal customers,Nurture and recommend next purchase
15143,United Kingdom,259.45,1,150.0,259.45,2011-04-28 12:03,2011-04-28 12:03,225,1,259.45,1,2,2,122,Inactive,Win-back campaign
13229,United Kingdom,160.95,1,63.0,160.95,2011-04-28 12:07,2011-04-28 12:07,225,1,160.95,1,2,1,121,Inactive,Win-back campaign
14973,United Kingdom,1314.45,3,369.0,438.15,2011-04-28 12:22,2011-08-24 15:51,106,3,1314.45,2,4,4,244,Loyal customers,Nurture and recommend next purchase
14271,United Kingdom,112.32,1,88.0,112.32,2011-04-28 12:47,2011-04-28 12:47,225,1,112.32,1,2,1,121,Inactive,Win-back campaign
15952,United Kingdom,781.91,4,391.0,195.48,2011-04-28 12:55,2011-11-06 11:18,33,4,781.91,3,4,3,343,Loyal customers,Nurture and recommend next purchase
16227,United Kingdom,308.32,1,90.0,308.32,2011-04-28 13:33,2011-05-04 16:27,218,1,308.32,1,2,2,122,Inactive,Win-back campaign
17893,United Kingdom,107.21,1,149.0,107.21,2011-04-28 13:50,2011-04-28 13:50,224,1,107.21,1,2,1,121,Inactive,Win-back campaign
14022,United Kingdom,440.0,1,487.0,440.0,2011-04-28 14:39,2011-04-28 14:39,224,1,440.0,1,2,2,122,Inactive,Win-back campaign
15210,United Kingdom,331.18,1,228.0,331.18,2011-04-28 16:11,2011-04-28 16:11,224,1,331.18,1,2,2,122,Inactive,Win-back campaign
16370,United Kingdom,1301.91,4,640.0,325.48,2011-04-28 16:40,2011-09-18 15:55,81,4,1301.91,2,4,4,244,Loyal customers,Nurture and recommend next purchase
15376,United Kingdom,1221.56,3,615.0,407.19,2011-05-01 13:45,2011-10-30 15:04,39,3,1221.56,3,4,4,344,Loyal customers,Nurture and recommend next purchase
14655,United Kingdom,1930.15,4,1089.0,482.54,2011-05-01 14:59,2011-12-06 10:52,3,4,1930.15,5,4,4,544,Champions,Nurture and recommend next purchase
17615,United Kingdom,329.6,3,140.0,109.87,2011-05-01 15:33,2011-08-01 14:06,129,3,329.6,2,4,2,242,Inactive,Win-back campaign
16055,United Kingdom,134.8,1,22.0,134.8,2011-05-03 09:26,2011-05-03 09:26,220,1,134.8,1,2,1,121,Inactive,Win-back campaign
14149,United Kingdom,259.43,1,218.0,259.43,2011-05-03 09:44,2011-05-11 12:34,212,1,259.43,1,2,2,122,Inactive,Win-back campaign
17501,United Kingdom,288.6,2,160.0,144.3,2011-05-03 09:46,2011-05-03 09:47,220,2,288.6,1,3,2,132,Inactive,Win-back campaign
14191,United Kingdom,4660.01,13,3662.0,358.46,2011-05-03 10:30,2011-12-08 09:23,1,13,4660.01,5,5,5,555,Champions,Nurture and recommend next purchase
13282,United Kingdom,1047.84,3,307.0,349.28,2011-05-03 12:03,2011-11-21 15:33,17,3,1047.84,4,4,4,444,Loyal customers,Nurture and recommend next purchase
15582,United Kingdom,682.91,3,453.0,227.64,2011-05-03 13:36,2011-11-15 09:55,24,3,682.91,4,4,3,443,Loyal customers,Nurture and recommend next purchase
16230,United Kingdom,542.03,2,365.0,271.01,2011-05-03 15:12,2011-06-03 10:06,189,2,542.03,1,3,3,133,Inactive,Win-back campaign
18146,United Kingdom,160.35,2,153.0,80.17,2011-05-03 16:35,2011-07-22 12:08,140,2,160.35,2,3,1,231,Inactive,Win-back campaign
15976,United Kingdom,427.64,2,275.0,213.82,2011-05-03 17:12,2011-06-27 13:00,164,2,427.64,2,3,2,232,Inactive,Win-back campaign
17443,Canada,534.24,1,504.0,534.24,2011-05-04 10:47,2011-05-04 10:47,219,1,534.24,1,2,3,123,Inactive,Win-back campaign
12886,United Kingdom,1351.09,2,770.0,675.54,2011-05-04 11:21,2011-10-03 10:09,67,2,1351.09,3,3,4,334,Loyal customers,Nurture and recommend next purchase
17974,United Kingdom,703.99,3,500.0,234.66,2011-05-04 11:50,2011-11-15 11:37,24,3,703.99,4,4,3,443,Loyal customers,Nurture and recommend next purchase
13524,United Kingdom,680.18,5,324.0,136.04,2011-05-04 12:26,2011-10-30 12:34,40,5,680.18,3,5,3,353,Loyal customers,Nurture and recommend next purchase
17955,United Kingdom,557.3,4,273.0,139.32,2011-05-04 12:29,2011-05-25 12:00,198,4,557.3,1,4,3,143,Inactive,Win-back campaign
15128,United Kingdom,1419.54,4,1343.0,354.88,2011-05-04 12:32,2011-10-10 13:54,59,4,1419.54,3,4,4,344,Loyal customers,Nurture and recommend next purchase
16610,United Kingdom,75.66,1,66.0,75.66,2011-05-04 13:13,2011-05-04 13:13,218,1,75.66,1,2,1,121,Inactive,Win-back campaign
17394,United Kingdom,203.87,1,241.0,203.87,2011-05-04 13:22,2011-05-04 13:22,218,1,203.87,1,2,1,121,Inactive,Win-back campaign
14173,United Kingdom,450.84,4,150.0,112.71,2011-05-04 14:03,2011-11-29 11:54,10,4,450.84,4,4,2,442,Loyal customers,Nurture and recommend next purchase
16258,United Kingdom,5203.51,5,2994.0,1040.7,2011-05-04 14:33,2011-10-25 13:30,44,5,5203.51,3,5,5,355,Champions,Nurture and recommend next purchase
14948,United Kingdom,1066.57,6,673.0,177.76,2011-05-04 14:52,2011-11-16 17:16,22,6,1066.57,4,5,4,454,Champions,Nurture and recommend next purchase
17384,United Kingdom,336.4,2,88.0,168.2,2011-05-04 16:07,2011-11-20 15:48,18,2,336.4,4,3,2,432,Growing customers,Nurture and recommend next purchase
16990,United Kingdom,179.0,1,100.0,179.0,2011-05-05 08:30,2011-05-05 08:30,218,1,179.0,1,2,1,121,Inactive,Win-back campaign
13762,United Kingdom,0.0,1,272.0,0.0,2011-05-05 09:15,2011-05-19 15:23,203,1,0.0,1,2,1,121,Inactive,Win-back campaign
12593,France,418.1,3,206.0,139.37,2011-05-05 09:29,2011-08-23 12:43,108,3,418.1,2,4,2,242,Inactive,Win-back campaign
14340,United Kingdom,134.7,1,58.0,134.7,2011-05-05 09:44,2011-05-05 09:44,218,1,134.7,1,2,1,121,Inactive,Win-back campaign
17429,United Kingdom,512.12,3,624.0,170.71,2011-05-05 09:53,2011-08-11 10:13,120,3,512.12,2,4,3,243,Inactive,Win-back campaign
13711,United Kingdom,252.06,2,140.0,126.03,2011-05-05 10:29,2011-05-05 10:31,218,2,252.06,1,3,2,132,Inactive,Win-back campaign
14515,United Kingdom,2076.89,6,1110.0,346.15,2011-05-05 12:13,2011-11-22 11:37,17,6,2076.89,4,5,5,455,Champions,Nurture and recommend next purchase
16457,United Kingdom,208.36,1,140.0,208.36,2011-05-05 13:19,2011-05-05 13:19,217,1,208.36,1,2,1,121,Inactive,Win-back campaign
17527,United Kingdom,888.86,4,488.0,222.22,2011-05-05 13:43,2011-10-17 12:32,53,4,888.86,3,4,3,343,Loyal customers,Nurture and recommend next purchase
14199,United Kingdom,185.4,1,28.0,185.4,2011-05-05 13:44,2011-05-05 13:44,217,1,185.4,1,2,1,121,Inactive,Win-back campaign
13888,United Kingdom,595.67,2,254.0,297.83,2011-05-05 14:41,2011-08-12 10:13,119,2,595.67,2,3,3,233,Inactive,Win-back campaign
14423,United Kingdom,265.2,1,120.0,265.2,2011-05-05 15:12,2011-05-05 15:12,217,1,265.2,1,2,2,122,Inactive,Win-back campaign
14697,United Kingdom,188.61,2,181.0,94.31,2011-05-05 15:29,2011-05-05 15:39,217,2,188.61,1,3,1,131,Inactive,Win-back campaign
17522,United Kingdom,1070.71,5,1034.0,214.14,2011-05-05 16:31,2011-12-08 12:31,1,5,1070.71,5,5,4,554,Champions,Nurture and recommend next purchase
13867,United Kingdom,1005.09,3,501.0,335.03,2011-05-05 17:28,2011-11-08 15:48,30,3,1005.09,4,4,4,444,Loyal customers,Nurture and recommend next purchase
17624,United Kingdom,843.48,2,554.0,421.74,2011-05-05 17:59,2011-11-25 10:52,14,2,843.48,4,3,3,433,Loyal customers,Nurture and recommend next purchase
14393,United Kingdom,67.95,1,13.0,67.95,2011-05-05 18:16,2011-05-05 18:16,217,1,67.95,1,2,1,121,Inactive,Win-back campaign
17578,United Kingdom,124.74,1,138.0,124.74,2011-05-05 18:38,2011-06-02 11:42,190,1,124.74,1,2,1,121,Inactive,Win-back campaign
13450,United Kingdom,2043.72,6,1982.0,340.62,2011-05-05 19:48,2011-11-13 11:54,26,6,2043.72,4,5,5,455,Champions,Nurture and recommend next purchase
17423,United Kingdom,663.63,2,459.0,331.81,2011-05-06 09:14,2011-10-25 16:49,44,2,663.63,3,3,3,333,Growing customers,Nurture and recommend next purchase
18241,United Kingdom,2058.09,17,1051.0,121.06,2011-05-06 09:22,2011-11-30 12:10,9,17,2058.09,5,5,5,555,Champions,Nurture and recommend next purchase
15668,United Kingdom,76.32,1,72.0,76.32,2011-05-06 10:39,2011-05-06 10:39,217,1,76.32,1,2,1,121,Inactive,Win-back campaign
16319,United Kingdom,404.4,1,72.0,404.4,2011-05-06 11:27,2011-05-06 11:27,217,1,404.4,1,2,2,122,Inactive,Win-back campaign
15757,United Kingdom,714.42,2,491.0,357.21,2011-05-06 11:40,2011-10-05 12:14,65,2,714.42,3,3,3,333,Growing customers,Nurture and recommend next purchase
17174,United Kingdom,59.9,1,41.0,59.9,2011-05-06 11:47,2011-05-06 11:47,217,1,59.9,1,2,1,121,Inactive,Win-back campaign
13365,United Kingdom,2191.22,2,1247.0,1095.61,2011-05-06 12:00,2011-12-01 08:39,8,2,2191.22,5,3,5,535,Champions,Nurture and recommend next purchase
18227,United Kingdom,93.75,1,21.0,93.75,2011-05-06 12:23,2011-05-06 12:23,217,1,93.75,1,2,1,121,Inactive,Win-back campaign
14145,United Kingdom,3148.2,4,756.0,787.05,2011-05-06 13:01,2011-10-24 12:10,46,4,3148.2,3,4,5,345,Loyal customers,Nurture and recommend next purchase
18235,United Kingdom,1796.48,3,1578.0,598.83,2011-05-06 13:35,2011-09-29 08:27,71,3,1796.48,2,4,4,244,Loyal customers,Nurture and recommend next purchase
13741,United Kingdom,666.33,3,218.0,222.11,2011-05-06 13:43,2011-09-29 09:19,71,3,666.33,2,4,3,243,Inactive,Win-back campaign
12394,Belgium,1272.48,2,819.0,636.24,2011-05-06 14:01,2011-10-07 08:08,63,2,1272.48,3,3,4,334,Loyal customers,Nurture and recommend next purchase
16832,United Kingdom,199.15,3,33.0,66.38,2011-05-06 14:12,2011-06-08 15:36,183,3,199.15,1,4,1,141,Inactive,Win-back campaign
15258,United Kingdom,623.16,2,142.0,311.58,2011-05-06 14:16,2011-06-24 12:30,168,2,623.16,2,3,3,233,Inactive,Win-back campaign
15552,United Kingdom,90.12,1,60.0,90.12,2011-05-06 14:47,2011-05-06 14:47,216,1,90.12,1,2,1,121,Inactive,Win-back campaign
18170,United Kingdom,980.31,3,409.0,326.77,2011-05-06 15:13,2011-11-06 14:35,32,3,980.31,3,4,4,344,Loyal customers,Nurture and recommend next purchase
13723,United Kingdom,199.85,1,43.0,199.85,2011-05-06 17:04,2011-05-06 17:04,216,1,199.85,1,2,1,121,Inactive,Win-back campaign
14005,United Kingdom,2874.72,5,2478.0,574.94,2011-05-08 10:33,2011-11-30 12:41,9,5,2874.72,5,5,5,555,Champions,Nurture and recommend next purchase
15561,United Kingdom,722.74,4,267.0,180.69,2011-05-08 11:38,2011-11-28 11:07,11,4,722.74,4,4,3,443,Loyal customers,Nurture and recommend next purchase
16121,United Kingdom,854.66,2,576.0,427.33,2011-05-08 11:52,2011-10-13 12:59,56,2,854.66,3,3,3,333,Growing customers,Nurture and recommend next purchase
18142,United Kingdom,1014.9,2,1276.0,507.45,2011-05-08 12:31,2011-07-11 13:34,150,2,1014.9,2,3,4,234,At-risk high value,Personal outreach + tailored offer
13642,United Kingdom,312.28,1,151.0,312.28,2011-05-08 12:34,2011-05-08 12:34,215,1,312.28,1,2,2,122,Inactive,Win-back campaign
15117,United Kingdom,1550.13,5,1948.0,310.03,2011-05-08 12:38,2011-11-25 08:12,14,5,1550.13,4,5,4,454,Champions,Nurture and recommend next purchase
13561,United Kingdom,141.86,1,83.0,141.86,2011-05-08 12:39,2011-05-08 12:39,215,1,141.86,1,2,1,121,Inactive,Win-back campaign
15704,United Kingdom,2293.62,4,1028.0,573.4,2011-05-08 12:42,2011-07-22 13:35,139,4,2293.62,2,4,5,245,Loyal customers,Nurture and recommend next purchase
16007,United Kingdom,1693.81,4,1388.0,423.45,2011-05-08 13:32,2011-10-23 11:05,47,4,1693.81,3,4,4,344,Loyal customers,Nurture and recommend next purchase
16232,United Kingdom,983.23,4,550.0,245.81,2011-05-08 14:05,2011-11-07 11:12,32,4,983.23,3,4,4,344,Loyal customers,Nurture and recommend next purchase
17410,United Kingdom,1214.72,5,616.0,242.94,2011-05-08 15:21,2011-11-23 15:46,15,5,1214.72,4,5,4,454,Champions,Nurture and recommend next purchase
13835,United Kingdom,834.57,4,442.0,208.64,2011-05-08 15:22,2011-11-14 15:37,24,4,834.57,4,4,3,443,Loyal customers,Nurture and recommend next purchase
13427,United Kingdom,582.6,3,545.0,194.2,2011-05-08 15:58,2011-11-20 13:02,18,3,582.6,4,4,3,443,Loyal customers,Nurture and recommend next purchase
14353,United Kingdom,90.6,1,64.0,90.6,2011-05-08 16:06,2011-05-08 16:06,214,1,90.6,1,2,1,121,Inactive,Win-back campaign
12700,France,4867.99,4,2967.0,1217.0,2011-05-08 16:10,2011-12-02 10:49,7,4,4867.99,5,4,5,545,Champions,Nurture and recommend next purchase
13003,United Kingdom,149.05,3,103.0,49.68,2011-05-09 08:23,2011-08-26 10:50,105,3,149.05,2,4,1,241,Inactive,Win-back campaign
16756,United Kingdom,239.4,1,106.0,239.4,2011-05-09 09:33,2011-05-09 09:33,214,1,239.4,1,2,2,122,Inactive,Win-back campaign
13492,Switzerland,1269.84,3,408.0,423.28,2011-05-09 10:06,2011-07-26 14:25,135,3,1269.84,2,4,4,244,Loyal customers,Nurture and recommend next purchase
16440,United Kingdom,3640.67,5,2018.0,728.13,2011-05-09 12:25,2011-12-02 12:02,7,5,3640.67,5,5,5,555,Champions,Nurture and recommend next purchase
18120,United Kingdom,111.15,1,31.0,111.15,2011-05-09 13:45,2011-05-09 13:45,213,1,111.15,1,2,1,121,Inactive,Win-back campaign
12355,Bahrain,459.4,1,240.0,459.4,2011-05-09 13:49,2011-05-09 13:49,213,1,459.4,1,2,2,122,Inactive,Win-back campaign
17723,United Kingdom,3276.4,6,792.0,546.07,2011-05-09 14:44,2011-08-04 18:37,126,6,3276.4,2,5,5,255,Loyal customers,Nurture and recommend next purchase
14699,United Kingdom,109.13,1,77.0,109.13,2011-05-09 14:54,2011-05-09 14:54,213,1,109.13,1,2,1,121,Inactive,Win-back campaign
12821,United Kingdom,92.72,1,70.0,92.72,2011-05-09 15:51,2011-05-09 15:51,213,1,92.72,1,2,1,121,Inactive,Win-back campaign
13055,United Kingdom,1201.96,3,894.0,400.65,2011-05-10 08:58,2011-10-06 18:57,63,3,1201.96,3,4,4,344,Loyal customers,Nurture and recommend next purchase
13320,United Kingdom,1475.2,4,1086.0,368.8,2011-05-10 10:29,2011-09-30 12:52,69,4,1475.2,3,4,4,344,Loyal customers,Nurture and recommend next purchase
16357,United Kingdom,658.88,3,246.0,219.63,2011-05-10 10:35,2011-11-06 16:04,32,3,658.88,3,4,3,343,Loyal customers,Nurture and recommend next purchase
18242,United Kingdom,2232.49,4,1017.0,558.12,2011-05-10 11:20,2011-09-28 13:43,71,4,2232.49,2,4,5,245,Loyal customers,Nurture and recommend next purchase
15865,United Kingdom,895.13,3,368.0,298.38,2011-05-10 11:44,2011-10-30 12:43,40,3,895.13,3,4,3,343,Loyal customers,Nurture and recommend next purchase
17597,United Kingdom,2044.37,1,1176.0,2044.37,2011-05-10 11:54,2011-05-10 11:54,213,1,2044.37,1,2,5,125,At-risk high value,Personal outreach + tailored offer
14397,United Kingdom,2556.68,19,1890.0,134.56,2011-05-10 12:25,2011-12-09 09:57,0,19,2556.68,5,5,5,555,Champions,Nurture and recommend next purchase
13242,United Kingdom,270.4,3,130.0,90.13,2011-05-10 12:26,2011-08-19 12:53,111,3,270.4,2,4,2,242,Inactive,Win-back campaign
12684,France,2283.63,7,1985.0,326.23,2011-05-10 12:55,2011-12-02 09:53,7,7,2283.63,5,5,5,555,Champions,Nurture and recommend next purchase
14288,United Kingdom,413.85,1,188.0,413.85,2011-05-10 13:22,2011-05-11 15:17,211,1,413.85,1,2,2,122,Inactive,Win-back campaign
15063,United Kingdom,370.8,1,56.0,370.8,2011-05-10 13:25,2011-05-10 13:25,212,1,370.8,1,2,2,122,Inactive,Win-back campaign
12592,Germany,437.6,2,290.0,218.8,2011-05-10 13:44,2011-09-08 15:04,91,2,437.6,2,3,2,232,Inactive,Win-back campaign
14591,United Kingdom,1320.21,4,1228.0,330.05,2011-05-10 14:09,2011-11-24 13:57,14,4,1320.21,4,4,4,444,Loyal customers,Nurture and recommend next purchase
13990,United Kingdom,311.3,1,190.0,311.3,2011-05-10 15:19,2011-05-10 15:19,212,1,311.3,1,2,2,122,Inactive,Win-back campaign
12749,United Kingdom,3868.2,5,1471.0,773.64,2011-05-10 15:25,2011-12-06 09:56,3,5,3868.2,5,5,5,555,Champions,Nurture and recommend next purchase
16320,Unspecified,1038.46,2,732.0,519.23,2011-05-10 15:31,2011-06-20 15:25,171,2,1038.46,2,3,4,234,At-risk high value,Personal outreach + tailored offer
14691,United Kingdom,2114.33,5,707.0,422.87,2011-05-11 09:55,2011-11-09 12:30,30,5,2114.33,4,5,5,455,Champions,Nurture and recommend next purchase
16229,United Kingdom,1010.6,2,318.0,505.3,2011-05-11 10:18,2011-09-13 17:16,86,2,1010.6,2,3,4,234,At-risk high value,Personal outreach + tailored offer
14920,United Kingdom,977.77,2,509.0,488.88,2011-05-11 10:31,2011-05-11 10:32,212,2,977.77,1,3,4,134,At-risk high value,Personal outreach + tailored offer
17489,United Kingdom,376.64,2,428.0,188.32,2011-05-11 11:34,2011-10-12 08:56,58,2,376.64,3,3,2,332,Growing customers,Nurture and recommend next purchase
13404,United Kingdom,252.49,2,111.0,126.25,2011-05-11 11:57,2011-12-08 15:37,0,2,252.49,5,3,2,532,Loyal customers,Nurture and recommend next purchase
15729,United Kingdom,62.0,1,28.0,62.0,2011-05-11 12:36,2011-05-25 16:43,197,1,62.0,1,2,1,121,Inactive,Win-back campaign
16644,United Kingdom,833.78,2,826.0,416.89,2011-05-11 12:53,2011-06-15 12:39,177,2,833.78,2,3,3,233,Inactive,Win-back campaign
14731,United Kingdom,380.02,3,256.0,126.67,2011-05-11 13:06,2011-10-23 15:54,46,3,380.02,3,4,2,342,Growing customers,Nurture and recommend next purchase
14277,France,3928.8,3,1976.0,1309.6,2011-05-11 13:20,2011-11-24 15:01,14,3,3928.8,4,4,5,445,Champions,Nurture and recommend next purchase
15187,United Kingdom,4670.08,16,1887.0,291.88,2011-05-11 13:49,2011-12-08 11:56,1,16,4670.08,5,5,5,555,Champions,Nurture and recommend next purchase
13052,United Kingdom,348.15,1,222.0,348.15,2011-05-11 14:12,2011-05-11 14:12,211,1,348.15,1,2,2,122,Inactive,Win-back campaign
18133,United Kingdom,715.5,1,1350.0,715.5,2011-05-11 14:14,2011-05-12 15:19,210,1,715.5,1,2,3,123,Inactive,Win-back campaign
17664,United Kingdom,604.64,2,604.0,302.32,2011-05-11 14:17,2011-11-21 11:29,18,2,604.64,4,3,3,433,Loyal customers,Nurture and recommend next purchase
14649,United Kingdom,1402.59,4,1004.0,350.65,2011-05-11 14:37,2011-12-05 12:30,4,4,1402.59,5,4,4,544,Champions,Nurture and recommend next purchase
13235,United Kingdom,101.17,1,441.0,101.17,2011-05-11 17:13,2011-05-12 09:48,211,1,101.17,1,2,1,121,Inactive,Win-back campaign
14883,United Kingdom,756.64,6,790.0,126.11,2011-05-12 09:49,2011-11-21 10:23,18,6,756.64,4,5,3,453,Loyal customers,Nurture and recommend next purchase
12976,United Kingdom,738.6,1,561.0,738.6,2011-05-12 09:55,2011-05-12 09:55,211,1,738.6,1,2,3,123,Inactive,Win-back campaign
14681,United Kingdom,498.95,3,76.0,166.32,2011-05-12 10:45,2011-09-29 15:52,70,3,498.95,2,4,3,243,Inactive,Win-back campaign
14421,United Kingdom,813.11,2,365.0,406.56,2011-05-12 10:49,2011-10-13 13:24,56,2,813.11,3,3,3,333,Growing customers,Nurture and recommend next purchase
16116,United Kingdom,592.88,1,248.0,592.88,2011-05-12 12:01,2011-05-18 09:23,205,1,592.88,1,2,3,123,Inactive,Win-back campaign
14988,United Kingdom,334.54,1,141.0,334.54,2011-05-12 12:05,2011-05-12 12:05,211,1,334.54,1,2,2,122,Inactive,Win-back campaign
15489,United Kingdom,1090.03,3,608.0,363.34,2011-05-12 12:54,2011-11-17 08:53,22,3,1090.03,4,4,4,444,Loyal customers,Nurture and recommend next purchase
14364,United Kingdom,3717.35,8,1967.0,464.67,2011-05-12 12:56,2011-08-23 11:01,108,8,3717.35,2,5,5,255,Loyal customers,Nurture and recommend next purchase
16006,United Kingdom,101.4,1,84.0,101.4,2011-05-12 13:12,2011-05-12 13:12,210,1,101.4,1,2,1,121,Inactive,Win-back campaign
16184,United Kingdom,1155.54,6,561.0,192.59,2011-05-12 13:33,2011-10-06 17:43,63,6,1155.54,3,5,4,354,Loyal customers,Nurture and recommend next purchase
17932,United Kingdom,1331.57,3,789.0,443.86,2011-05-12 13:58,2011-11-10 19:49,28,3,1331.57,4,4,4,444,Loyal customers,Nurture and recommend next purchase
18221,United Kingdom,1033.31,5,791.0,206.66,2011-05-12 14:13,2011-11-17 14:40,21,5,1033.31,4,5,4,454,Champions,Nurture and recommend next purchase
12590,Germany,9861.38,2,4283.0,4930.69,2011-05-12 14:46,2011-06-02 14:25,189,2,9861.38,1,3,5,135,At-risk high value,Personal outreach + tailored offer
14853,United Kingdom,463.05,2,82.0,231.52,2011-05-12 15:17,2011-12-01 09:44,8,2,463.05,5,3,2,532,Loyal customers,Nurture and recommend next purchase
17658,United Kingdom,485.88,2,616.0,242.94,2011-05-12 15:23,2011-11-29 11:47,10,2,485.88,4,3,3,433,Loyal customers,Nurture and recommend next purchase
17764,United Kingdom,772.55,2,351.0,386.27,2011-05-12 16:11,2011-10-20 11:03,50,2,772.55,3,3,3,333,Growing customers,Nurture and recommend next purchase
14651,United Kingdom,653.75,2,343.0,326.88,2011-05-12 16:29,2011-10-03 15:52,66,2,653.75,3,3,3,333,Growing customers,Nurture and recommend next purchase
14000,United Kingdom,633.71,1,710.0,633.71,2011-05-12 16:50,2011-05-17 13:44,205,1,633.71,1,2,3,123,Inactive,Win-back campaign
13601,United Kingdom,693.32,2,548.0,346.66,2011-05-12 16:52,2011-10-25 17:31,44,2,693.32,3,3,3,333,Growing customers,Nurture and recommend next purchase
12757,Portugal,4205.25,13,2395.0,323.48,2011-05-12 19:01,2011-11-24 12:30,15,13,4205.25,4,5,5,455,Champions,Nurture and recommend next purchase
17970,United Kingdom,562.79,1,513.0,562.79,2011-05-12 20:03,2011-05-12 20:03,210,1,562.79,1,2,3,123,Inactive,Win-back campaign
12770,Japan,1351.45,1,743.0,1351.45,2011-05-13 09:33,2011-05-13 09:33,210,1,1351.45,1,2,4,124,At-risk high value,Personal outreach + tailored offer
15826,United Kingdom,1649.36,3,963.0,549.79,2011-05-13 10:44,2011-10-19 13:24,50,3,1649.36,3,4,4,344,Loyal customers,Nurture and recommend next purchase
15907,United Kingdom,882.72,3,478.0,294.24,2011-05-13 13:01,2011-12-06 12:21,3,3,882.72,5,4,3,543,Loyal customers,Nurture and recommend next purchase
12695,France,582.1,4,220.0,145.53,2011-05-13 13:15,2011-12-02 13:22,6,4,582.1,5,4,3,543,Loyal customers,Nurture and recommend next purchase
14342,United Kingdom,607.71,4,347.0,151.93,2011-05-13 13:50,2011-11-18 13:21,20,4,607.71,4,4,3,443,Loyal customers,Nurture and recommend next purchase
14873,United Kingdom,519.68,1,168.0,519.68,2011-05-13 13:52,2011-05-13 13:52,209,1,519.68,1,2,3,123,Inactive,Win-back campaign
14689,United Kingdom,112.8,1,76.0,112.8,2011-05-15 11:22,2011-05-15 11:22,208,1,112.8,1,2,1,121,Inactive,Win-back campaign
15440,United Kingdom,383.68,3,197.0,127.89,2011-05-15 11:30,2011-10-16 12:16,54,3,383.68,3,4,2,342,Growing customers,Nurture and recommend next purchase
16076,United Kingdom,2173.53,10,1435.0,217.35,2011-05-15 12:31,2011-12-06 14:59,2,10,2173.53,5,5,5,555,Champions,Nurture and recommend next purchase
15333,United Kingdom,1028.56,1,344.0,1028.56,2011-05-15 13:27,2011-05-15 13:27,207,1,1028.56,1,2,4,124,At-risk high value,Personal outreach + tailored offer
16283,United Kingdom,1531.51,5,1236.0,306.3,2011-05-15 13:37,2011-12-04 12:08,5,5,1531.51,5,5,4,554,Champions,Nurture and recommend next purchase
17263,United Kingdom,63.44,1,36.0,63.44,2011-05-15 14:32,2011-05-15 14:32,207,1,63.44,1,2,1,121,Inactive,Win-back campaign
16877,United Kingdom,846.62,6,458.0,141.1,2011-05-15 16:13,2011-11-27 13:47,11,6,846.62,4,5,3,453,Loyal customers,Nurture and recommend next purchase
12674,France,1922.26,4,1133.0,480.56,2011-05-16 09:10,2011-11-28 12:22,11,4,1922.26,4,4,4,444,Loyal customers,Nurture and recommend next purchase
16642,United Kingdom,679.83,2,479.0,339.92,2011-05-16 12:35,2011-12-05 11:31,4,2,679.83,5,3,3,533,Loyal customers,Nurture and recommend next purchase
12871,United Kingdom,380.64,2,200.0,190.32,2011-05-16 13:32,2011-09-16 15:07,83,2,380.64,2,3,2,232,Inactive,Win-back campaign
14038,United Kingdom,1554.48,3,965.0,518.16,2011-05-16 14:05,2011-09-22 13:37,77,3,1554.48,2,4,4,244,Loyal customers,Nurture and recommend next purchase
14489,United Kingdom,463.38,1,299.0,463.38,2011-05-16 14:51,2011-05-16 14:51,206,1,463.38,1,2,2,122,Inactive,Win-back campaign
14888,United Kingdom,369.2,1,184.0,369.2,2011-05-16 14:58,2011-05-16 14:58,206,1,369.2,1,2,2,122,Inactive,Win-back campaign
17190,United Kingdom,249.74,2,161.0,124.87,2011-05-16 15:29,2011-10-12 11:33,58,2,249.74,3,3,2,332,Growing customers,Nurture and recommend next purchase
13456,United Kingdom,1737.82,6,765.0,289.64,2011-05-16 15:34,2011-11-22 09:18,17,6,1737.82,4,5,4,454,Champions,Nurture and recommend next purchase
17898,United Kingdom,152.06,2,190.0,76.03,2011-05-16 17:13,2011-09-15 14:56,84,2,152.06,2,3,1,231,Inactive,Win-back campaign
13976,United Kingdom,357.98,1,154.0,357.98,2011-05-17 09:13,2011-05-17 09:13,206,1,357.98,1,2,2,122,Inactive,Win-back campaign
16139,United Kingdom,635.41,3,330.0,211.8,2011-05-17 10:23,2011-11-21 08:37,18,3,635.41,4,4,3,443,Loyal customers,Nurture and recommend next purchase
15730,United Kingdom,1108.38,3,689.0,369.46,2011-05-17 12:43,2011-10-05 12:31,65,3,1108.38,3,4,4,344,Loyal customers,Nurture and recommend next purchase
