review_id,star_rating,sentiment_label,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion,is_fake_review,fake_confidence_score,is_sarcastic,subjectivity_score,polarity_score
R00045027,2,negative,-0.45,negative,neutral,negative,neutral,frustration,0,0.203,0,0.756,-0.482
R00045028,2,negative,-0.578,negative,negative,negative,negative,frustration,0,0.029,0,0.678,-0.441
R00045029,4,positive,0.366,positive,positive,neutral,neutral,satisfaction,0,0.272,0,0.6,0.458
R00045030,4,positive,0.673,neutral,neutral,positive,positive,neutral,0,0.354,0,0.67,0.586
R00045031,4,positive,0.454,neutral,neutral,positive,positive,satisfaction,0,0.2,1,0.333,0.324
R00045032,4,positive,0.523,neutral,neutral,neutral,positive,satisfaction,0,0.182,0,0.37,0.401
R00045033,4,positive,0.568,neutral,positive,neutral,positive,satisfaction,0,0.595,0,0.689,0.425
R00045034,5,positive,1.0,positive,neutral,positive,positive,joy,0,0.171,0,0.642,0.761
R00045035,1,negative,-1.0,negative,negative,negative,neutral,frustration,0,0.16,0,0.429,-0.895
R00045036,3,neutral,0.188,negative,neutral,neutral,positive,neutral,0,0.159,0,0.629,-0.024
R00045037,3,neutral,0.073,neutral,neutral,neutral,neutral,neutral,0,0.243,0,0.195,-0.017
R00045038,5,positive,0.864,positive,positive,neutral,positive,satisfaction,0,0.422,0,0.447,0.73
R00045039,5,positive,1.0,positive,positive,positive,positive,delight,0,0.117,0,0.447,0.724
R00045040,5,positive,1.0,positive,neutral,positive,positive,delight,0,0.36,0,0.613,0.91
R00045041,2,negative,-0.468,negative,neutral,negative,negative,disappointment,0,0.207,0,0.211,-0.389
R00045042,1,negative,-0.957,negative,negative,negative,negative,anger,0,0.34,0,0.506,-0.628
R00045043,4,positive,0.514,neutral,positive,positive,positive,mild_joy,0,0.363,0,0.372,0.334
R00045044,5,positive,1.0,positive,positive,positive,positive,joy,0,0.218,0,0.676,0.734
R00045045,5,positive,0.916,positive,positive,neutral,positive,satisfaction,0,0.204,0,0.679,0.792
R00045046,4,positive,0.471,positive,positive,positive,neutral,neutral,0,0.264,0,0.179,0.4
R00045047,2,negative,-0.561,negative,negative,negative,negative,frustration,0,0.138,0,0.27,-0.517
R00045048,4,positive,0.486,positive,positive,neutral,negative,satisfaction,0,0.041,0,0.539,0.458
R00045049,2,negative,-0.664,negative,neutral,negative,negative,frustration,0,0.461,0,0.469,-0.579
R00045050,3,neutral,-0.062,neutral,positive,neutral,neutral,mild_disappointment,0,0.245,0,0.387,0.137
R00045051,2,negative,-0.639,neutral,negative,negative,negative,disappointment,0,0.368,0,0.321,-0.439
R00045052,1,negative,-0.967,negative,negative,negative,negative,anger,0,0.407,0,0.64,-0.772
R00045053,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.313,0,0.61,0.927
R00045054,1,negative,-1.0,negative,neutral,negative,neutral,anger,0,0.269,0,0.923,-0.642
R00045055,1,negative,-1.0,negative,neutral,negative,negative,disgust,0,0.236,0,0.408,-0.811
R00045056,4,positive,0.55,positive,neutral,neutral,positive,mild_joy,0,0.292,0,0.739,0.418
R00045057,4,positive,0.367,positive,positive,neutral,positive,satisfaction,0,0.159,0,0.742,0.342
R00045058,5,positive,0.834,positive,positive,positive,positive,delight,0,0.352,0,0.634,0.872
R00045059,5,positive,0.966,positive,positive,positive,positive,joy,0,0.025,0,0.544,0.798
R00045060,4,positive,0.149,positive,positive,neutral,positive,satisfaction,0,0.055,0,0.581,0.35
R00045061,3,neutral,0.064,neutral,neutral,negative,neutral,mild_disappointment,0,0.258,0,0.742,-0.003
R00045062,3,neutral,-0.021,positive,neutral,neutral,neutral,mild_disappointment,0,0.452,0,0.366,-0.104
R00045063,3,neutral,-0.031,neutral,neutral,neutral,positive,neutral,0,0.183,0,0.494,0.072
R00045064,5,positive,1.0,positive,positive,neutral,positive,joy,1,0.553,0,1.0,0.741
R00045065,5,positive,0.708,positive,positive,positive,positive,satisfaction,1,0.825,0,0.342,0.912
R00045066,5,positive,1.0,positive,positive,positive,positive,joy,1,0.462,0,0.563,0.669
R00045067,3,neutral,0.051,neutral,neutral,negative,neutral,mild_disappointment,0,0.026,0,0.962,0.099
R00045068,5,positive,0.904,positive,neutral,positive,positive,joy,0,0.137,0,0.915,0.749
R00045069,5,positive,1.0,positive,positive,positive,positive,joy,0,0.192,0,0.714,0.937
R00045070,3,neutral,0.048,neutral,neutral,neutral,neutral,neutral,0,0.537,0,0.569,0.218
R00045071,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.132,0,0.395,-0.772
R00045072,5,positive,0.972,positive,positive,positive,positive,satisfaction,1,0.483,0,1.0,0.825
R00045073,4,positive,0.435,neutral,positive,positive,negative,satisfaction,0,0.212,0,0.342,0.434
R00045074,1,negative,-0.985,negative,negative,neutral,negative,frustration,0,0.065,0,0.452,-0.671
R00045075,2,negative,-0.519,neutral,neutral,neutral,neutral,frustration,0,0.299,0,0.614,-0.466
R00045076,1,negative,-1.0,negative,negative,negative,neutral,anger,0,0.174,0,0.488,-0.805
R00045077,3,neutral,0.098,neutral,neutral,neutral,negative,mild_disappointment,0,0.205,0,0.512,-0.204
R00045078,4,positive,0.447,neutral,positive,positive,positive,satisfaction,0,0.259,0,0.782,0.46
R00045079,4,positive,0.53,neutral,positive,positive,positive,satisfaction,0,0.224,0,0.49,0.432
R00045080,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.356,0,0.538,-0.813
R00045081,4,positive,0.522,positive,neutral,positive,neutral,neutral,0,0.368,0,0.724,0.534
R00045082,3,neutral,-0.047,neutral,neutral,neutral,neutral,neutral,0,0.743,0,0.592,0.038
R00045083,3,neutral,-0.007,neutral,neutral,negative,neutral,neutral,0,0.066,0,0.671,0.007
R00045084,5,positive,0.814,positive,positive,positive,positive,joy,0,0.119,0,0.902,0.58
R00045085,1,negative,-1.0,negative,negative,neutral,neutral,frustration,0,0.771,0,0.86,-0.804
R00045086,3,neutral,0.073,positive,neutral,neutral,positive,mild_disappointment,0,0.114,1,0.733,-0.156
R00045087,5,positive,1.0,positive,positive,positive,positive,joy,0,0.299,0,0.741,0.838
R00045088,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.242,0,0.683,-0.793
R00045089,3,neutral,0.152,negative,neutral,neutral,positive,mild_disappointment,0,0.216,0,0.54,0.198
R00045090,5,positive,0.895,positive,positive,positive,positive,joy,0,0.47,0,0.727,0.853
R00045091,4,positive,0.529,positive,neutral,positive,positive,neutral,0,0.034,0,0.3,0.436
R00045092,4,positive,0.468,positive,positive,neutral,positive,neutral,0,0.045,0,0.63,0.413
R00045093,4,positive,0.698,positive,neutral,neutral,neutral,satisfaction,0,0.076,0,0.531,0.431
R00045094,1,negative,-0.966,negative,negative,negative,negative,anger,0,0.222,0,0.072,-1.0
R00045095,5,positive,0.996,positive,positive,positive,positive,satisfaction,0,0.277,0,0.561,0.763
R00045096,5,positive,0.945,neutral,positive,positive,neutral,joy,1,0.946,0,1.0,0.761
R00045097,3,neutral,-0.072,neutral,neutral,neutral,positive,mild_disappointment,0,0.131,0,0.463,-0.074
R00045098,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.307,0,0.508,1.0
R00045099,3,neutral,-0.013,neutral,neutral,negative,neutral,neutral,0,0.308,0,0.803,-0.012
R00045100,4,positive,0.644,positive,positive,neutral,neutral,satisfaction,0,0.039,0,0.407,0.567
R00045101,3,neutral,0.078,neutral,neutral,neutral,neutral,neutral,0,0.101,0,0.402,0.165
R00045102,2,negative,-0.435,negative,negative,negative,neutral,frustration,0,0.14,0,0.665,-0.374
R00045103,3,neutral,-0.086,neutral,neutral,neutral,negative,mild_disappointment,0,0.151,0,0.486,0.153
R00045104,4,positive,0.644,neutral,neutral,positive,positive,neutral,0,0.237,0,0.74,0.446
R00045105,5,positive,1.0,positive,positive,positive,neutral,joy,0,0.07,0,0.918,0.825
R00045106,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.167,0,0.525,0.779
R00045107,4,positive,0.303,positive,positive,positive,neutral,mild_joy,0,0.192,0,0.358,0.374
R00045108,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.428,0,0.817,0.766
R00045109,4,positive,0.428,neutral,neutral,positive,positive,neutral,0,0.182,0,0.458,0.312
R00045110,5,positive,1.0,neutral,positive,positive,neutral,satisfaction,0,0.209,0,0.922,0.769
R00045111,5,positive,0.883,positive,positive,positive,positive,joy,0,0.323,0,0.914,0.72
R00045112,4,positive,0.291,neutral,neutral,neutral,positive,satisfaction,0,0.129,0,0.933,0.296
R00045113,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.29,0,0.894,-0.789
R00045114,4,positive,0.665,neutral,positive,neutral,positive,mild_joy,0,0.198,0,0.277,0.312
R00045115,1,negative,-0.913,negative,negative,negative,negative,anger,0,0.179,0,0.77,-0.711
R00045116,2,negative,-0.412,neutral,negative,negative,neutral,frustration,0,0.405,0,0.259,-0.288
R00045117,1,negative,-0.983,negative,negative,negative,negative,frustration,0,0.205,0,0.964,-0.807
R00045118,4,positive,0.452,positive,positive,positive,positive,mild_joy,0,0.211,0,0.513,0.423
R00045119,5,positive,0.998,positive,positive,positive,positive,joy,0,0.344,0,0.899,0.839
R00045120,5,positive,0.911,positive,positive,positive,positive,satisfaction,0,0.236,0,0.336,0.733
R00045121,3,neutral,-0.0,neutral,positive,positive,negative,mild_disappointment,0,0.145,0,0.448,-0.13
R00045122,3,neutral,0.008,neutral,neutral,neutral,neutral,neutral,0,0.298,0,0.66,0.004
R00045123,2,negative,-0.398,negative,neutral,neutral,negative,frustration,0,0.157,0,0.366,-0.29
R00045124,3,neutral,0.075,neutral,negative,neutral,neutral,neutral,0,0.475,0,0.616,-0.142
R00045125,5,positive,0.866,positive,positive,positive,positive,satisfaction,0,0.33,0,0.414,0.838
R00045126,1,negative,-0.928,negative,negative,negative,negative,frustration,0,0.259,0,0.594,-0.845
R00045127,4,positive,0.479,neutral,positive,neutral,neutral,neutral,0,0.342,0,0.589,0.449
R00045128,2,negative,-0.403,negative,neutral,negative,negative,frustration,0,0.244,1,0.644,-0.293
R00045129,4,positive,0.422,neutral,positive,positive,neutral,satisfaction,0,0.201,0,0.482,0.294
R00045130,5,positive,0.951,positive,positive,positive,neutral,satisfaction,0,0.069,0,0.673,0.838
R00045131,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.481,0,0.813,-0.804
R00045132,3,neutral,0.212,neutral,positive,neutral,negative,neutral,0,0.398,0,0.548,-0.034
R00045133,3,neutral,0.063,neutral,negative,neutral,negative,neutral,0,0.278,0,0.367,0.046
R00045134,5,positive,0.9,positive,positive,positive,positive,satisfaction,0,0.174,0,0.373,0.814
R00045135,4,positive,0.643,positive,positive,neutral,positive,satisfaction,0,0.249,0,0.762,0.453
R00045136,3,neutral,-0.089,neutral,positive,negative,neutral,mild_disappointment,0,0.323,0,0.855,0.012
R00045137,4,positive,0.57,neutral,positive,neutral,positive,satisfaction,0,0.057,0,0.796,0.576
R00045138,3,neutral,0.072,neutral,neutral,negative,neutral,mild_disappointment,0,0.056,0,0.803,0.055
R00045139,5,positive,0.939,positive,positive,positive,positive,satisfaction,0,0.053,0,0.662,0.791
R00045140,4,positive,0.351,neutral,positive,positive,neutral,mild_joy,0,0.073,0,0.562,0.525
R00045141,5,positive,0.968,positive,positive,positive,neutral,satisfaction,0,0.392,0,0.344,0.87
R00045142,4,positive,0.522,neutral,neutral,neutral,neutral,neutral,0,0.444,0,0.71,0.497
R00045143,1,negative,-0.921,negative,negative,negative,neutral,disgust,0,0.355,0,0.363,-0.763
R00045144,3,neutral,0.035,neutral,neutral,neutral,neutral,neutral,0,0.344,0,0.458,-0.127
R00045145,2,negative,-0.541,negative,positive,neutral,neutral,disappointment,0,0.447,0,0.241,-0.389
R00045146,1,negative,-1.0,neutral,negative,negative,negative,anger,0,0.183,0,0.677,-0.62
R00045147,4,positive,0.595,neutral,neutral,positive,positive,mild_joy,0,0.101,0,0.425,0.275
R00045148,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.415,0,0.841,-0.744
R00045149,5,positive,0.938,positive,positive,neutral,positive,joy,0,0.151,0,0.464,0.733
R00045150,5,positive,0.779,positive,positive,positive,positive,satisfaction,0,0.133,0,0.575,0.801
R00045151,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.345,0,0.581,-0.822
R00045152,4,positive,0.493,neutral,positive,positive,neutral,satisfaction,0,0.212,0,0.324,0.389
R00045153,4,positive,0.667,neutral,positive,positive,neutral,satisfaction,0,0.343,0,0.862,0.385
R00045154,4,positive,0.428,positive,positive,positive,neutral,mild_joy,0,0.142,0,0.729,0.377
R00045155,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.266,0,0.538,-0.681
R00045156,3,neutral,0.04,neutral,positive,neutral,neutral,neutral,0,0.291,0,0.805,-0.129
R00045157,5,positive,1.0,positive,positive,positive,neutral,joy,0,0.059,0,0.974,0.932
R00045158,4,positive,0.502,neutral,positive,neutral,positive,neutral,0,0.083,0,0.356,0.254
R00045159,4,positive,0.506,neutral,neutral,neutral,positive,satisfaction,0,0.302,0,0.604,0.308
R00045160,4,positive,0.462,positive,positive,neutral,positive,mild_joy,0,0.185,0,0.894,0.367
R00045161,5,positive,1.0,positive,positive,positive,positive,satisfaction,1,0.956,0,1.0,0.798
R00045162,5,positive,0.947,positive,positive,positive,neutral,satisfaction,0,0.284,0,0.913,0.972
R00045163,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.07,0,0.566,0.828
R00045164,4,positive,0.518,neutral,positive,negative,positive,satisfaction,0,0.317,0,0.491,0.295
R00045165,4,positive,0.413,neutral,neutral,positive,positive,mild_joy,0,0.282,0,0.734,0.455
R00045166,2,negative,-0.66,negative,negative,negative,negative,frustration,0,0.404,0,0.574,-0.365
R00045167,4,positive,0.607,positive,negative,neutral,neutral,satisfaction,0,0.431,0,0.666,0.387
R00045168,3,neutral,-0.161,neutral,positive,negative,positive,neutral,0,0.456,0,0.957,-0.072
R00045169,4,positive,0.366,neutral,neutral,positive,positive,satisfaction,0,0.665,0,0.726,0.304
R00045170,3,neutral,-0.02,neutral,neutral,negative,negative,mild_disappointment,0,0.164,0,0.823,-0.017
R00045171,4,positive,0.445,neutral,positive,negative,neutral,mild_joy,0,0.316,0,0.238,0.327
R00045172,4,positive,0.462,positive,neutral,neutral,positive,satisfaction,0,0.145,0,0.773,0.32
R00045173,4,positive,0.465,positive,positive,positive,neutral,satisfaction,0,0.214,0,0.261,0.411
R00045174,5,positive,0.814,positive,positive,positive,neutral,joy,0,0.046,0,0.524,0.7
R00045175,2,negative,-0.556,negative,negative,negative,negative,disappointment,0,0.031,0,0.498,-0.381
R00045176,5,positive,1.0,positive,positive,positive,positive,delight,1,0.812,0,0.872,0.841
R00045177,5,positive,1.0,positive,positive,positive,positive,delight,1,0.84,0,0.864,0.599
R00045178,4,positive,0.487,positive,neutral,positive,neutral,neutral,0,0.11,0,0.608,0.51
R00045179,3,neutral,0.05,neutral,neutral,neutral,neutral,mild_disappointment,0,0.049,0,0.775,0.061
R00045180,3,neutral,0.01,neutral,positive,neutral,negative,neutral,0,0.093,0,0.661,-0.082
R00045181,4,positive,0.603,positive,positive,neutral,neutral,satisfaction,0,0.574,0,0.826,0.507
R00045182,3,neutral,-0.023,neutral,positive,neutral,negative,mild_disappointment,0,0.281,0,0.176,-0.057
R00045183,2,negative,-0.498,neutral,neutral,negative,negative,frustration,0,0.133,0,0.757,-0.339
R00045184,1,negative,-1.0,negative,negative,negative,neutral,anger,0,0.272,0,0.468,-0.873
R00045185,2,negative,-0.412,negative,negative,neutral,neutral,disappointment,0,0.226,0,0.705,-0.457
R00045186,3,neutral,-0.122,positive,neutral,negative,positive,mild_disappointment,0,0.044,0,0.622,0.075
R00045187,2,negative,-0.543,neutral,neutral,neutral,negative,disappointment,0,0.215,0,0.539,-0.592
R00045188,4,positive,0.459,neutral,neutral,neutral,negative,satisfaction,0,0.513,0,0.364,0.419
R00045189,5,positive,1.0,positive,positive,neutral,neutral,satisfaction,0,0.233,0,0.885,0.79
R00045190,3,neutral,0.051,neutral,positive,negative,negative,neutral,0,0.481,0,0.53,0.041
R00045191,2,negative,-0.582,negative,negative,neutral,neutral,disappointment,0,0.179,0,0.747,-0.347
R00045192,4,positive,0.562,neutral,neutral,positive,neutral,satisfaction,0,0.15,0,0.418,0.425
R00045193,3,neutral,0.024,neutral,neutral,neutral,positive,neutral,0,0.157,0,0.907,0.063
R00045194,4,positive,0.505,neutral,positive,neutral,neutral,mild_joy,0,0.389,0,0.757,0.402
R00045195,4,positive,0.593,neutral,neutral,neutral,neutral,neutral,0,0.477,0,0.704,0.277
R00045196,2,negative,-0.685,negative,negative,neutral,neutral,frustration,0,0.272,0,0.7,-0.581
R00045197,2,negative,-0.45,neutral,neutral,negative,neutral,frustration,0,0.066,0,0.788,-0.424
R00045198,5,positive,0.904,neutral,positive,neutral,positive,satisfaction,0,0.439,0,0.941,0.853
R00045199,2,negative,-0.479,negative,neutral,negative,neutral,disappointment,0,0.253,0,0.433,-0.352
R00045200,5,positive,0.891,positive,neutral,positive,positive,satisfaction,0,0.266,0,0.765,0.855
R00045201,4,positive,0.59,neutral,positive,positive,neutral,satisfaction,0,0.482,1,0.778,0.478
R00045202,1,negative,-0.885,negative,neutral,negative,neutral,frustration,0,0.186,0,0.589,-0.757
R00045203,3,neutral,0.127,neutral,neutral,negative,positive,mild_disappointment,0,0.373,0,0.543,-0.127
R00045204,5,positive,1.0,positive,positive,positive,positive,satisfaction,1,0.633,0,0.817,0.91
R00045205,5,positive,1.0,positive,positive,positive,neutral,joy,1,0.521,0,0.759,0.822
R00045206,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.481,0,0.54,-0.851
R00045207,5,positive,0.96,positive,positive,positive,positive,satisfaction,0,0.258,0,0.598,0.796
R00045208,4,positive,0.62,positive,neutral,neutral,neutral,satisfaction,0,0.31,0,0.494,0.387
R00045209,4,positive,0.378,positive,neutral,positive,positive,satisfaction,0,0.222,0,0.635,0.383
R00045210,1,negative,-0.923,negative,neutral,negative,negative,frustration,0,0.65,0,0.486,-0.657
R00045211,5,positive,0.936,positive,positive,positive,positive,satisfaction,0,0.114,0,0.533,0.75
R00045212,1,negative,-0.944,negative,negative,negative,negative,disgust,0,0.133,0,0.43,-0.837
R00045213,2,negative,-0.469,negative,neutral,negative,neutral,disappointment,0,0.041,0,0.819,-0.356
R00045214,4,positive,0.574,neutral,neutral,neutral,neutral,mild_joy,0,0.166,0,0.474,0.43
R00045215,5,positive,1.0,positive,positive,positive,positive,joy,0,0.254,0,0.249,0.763
R00045216,1,negative,-1.0,negative,negative,neutral,negative,disgust,0,0.217,0,0.599,-0.801
R00045217,3,neutral,-0.056,neutral,neutral,positive,negative,neutral,0,0.077,0,0.848,0.032
R00045218,4,positive,0.473,positive,positive,neutral,negative,satisfaction,0,0.247,0,0.627,0.411
R00045219,3,neutral,0.042,neutral,neutral,negative,positive,mild_disappointment,0,0.264,0,0.306,-0.116
R00045220,5,positive,1.0,positive,positive,neutral,positive,delight,1,0.954,0,0.984,0.758
R00045221,5,positive,0.85,positive,positive,positive,positive,satisfaction,0,0.509,0,0.899,0.85
R00045222,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.292,0,0.72,-0.788
R00045223,3,neutral,0.0,neutral,neutral,neutral,neutral,neutral,0,0.123,0,0.466,0.054
R00045224,5,positive,1.0,positive,positive,positive,positive,joy,0,0.23,0,0.26,0.784
R00045225,5,positive,1.0,positive,neutral,positive,positive,joy,0,0.355,0,0.692,0.938
R00045226,5,positive,0.905,positive,positive,positive,positive,joy,0,0.392,0,0.267,0.808
R00045227,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.407,0,0.366,0.871
R00045228,4,positive,0.519,neutral,positive,positive,neutral,satisfaction,1,0.951,0,0.688,0.567
R00045229,3,neutral,0.065,neutral,positive,neutral,negative,neutral,0,0.059,0,0.839,0.062
R00045230,3,neutral,-0.018,neutral,positive,neutral,neutral,neutral,0,0.312,0,0.847,0.112
R00045231,5,positive,0.924,positive,positive,positive,positive,delight,1,0.94,0,0.982,0.851
R00045232,3,neutral,0.063,negative,neutral,neutral,positive,mild_disappointment,0,0.045,0,0.489,-0.072
R00045233,4,positive,0.299,positive,positive,positive,neutral,satisfaction,0,0.445,0,0.464,0.499
R00045234,2,negative,-0.473,neutral,neutral,neutral,neutral,frustration,0,0.295,0,0.418,-0.379
R00045235,3,neutral,0.073,neutral,neutral,neutral,positive,mild_disappointment,0,0.186,0,0.803,-0.038
R00045236,3,neutral,-0.235,neutral,neutral,neutral,positive,neutral,0,0.113,0,0.623,0.025
R00045237,4,positive,0.42,neutral,neutral,positive,positive,satisfaction,0,0.064,0,0.739,0.448
R00045238,4,positive,0.416,neutral,positive,positive,negative,neutral,0,0.247,0,0.754,0.365
R00045239,4,positive,0.544,neutral,neutral,positive,neutral,neutral,0,0.211,0,0.683,0.353
R00045240,5,positive,0.952,neutral,positive,positive,positive,joy,0,0.204,0,0.588,0.851
R00045241,3,neutral,0.078,neutral,positive,negative,positive,neutral,0,0.023,0,0.659,0.006
R00045242,5,positive,0.869,positive,neutral,positive,positive,satisfaction,0,0.198,0,0.867,0.822
R00045243,3,neutral,0.137,positive,neutral,neutral,positive,neutral,0,0.14,1,0.245,0.017
R00045244,2,negative,-0.385,negative,negative,neutral,neutral,frustration,0,0.425,0,0.729,-0.29
R00045245,3,neutral,0.034,neutral,neutral,neutral,neutral,neutral,0,0.176,0,0.462,-0.044
R00045246,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.156,0,0.665,-0.662
R00045247,1,negative,-0.89,negative,neutral,negative,negative,disgust,0,0.406,0,0.413,-0.775
R00045248,4,positive,0.441,neutral,positive,neutral,positive,neutral,0,0.176,0,0.728,0.375
R00045249,3,neutral,-0.036,neutral,neutral,neutral,positive,mild_disappointment,0,0.451,0,0.577,-0.026
R00045250,4,positive,0.594,positive,positive,neutral,neutral,satisfaction,1,0.876,0,0.735,0.407
R00045251,3,neutral,-0.055,neutral,neutral,neutral,neutral,neutral,0,0.41,0,0.268,-0.012
R00045252,3,neutral,0.098,neutral,positive,neutral,neutral,mild_disappointment,0,0.294,0,0.736,-0.065
R00045253,3,neutral,0.313,neutral,neutral,neutral,neutral,neutral,0,0.137,0,0.887,0.14
R00045254,4,positive,0.368,neutral,positive,positive,positive,satisfaction,1,0.85,0,0.824,0.41
R00045255,3,neutral,-0.108,neutral,neutral,negative,neutral,neutral,0,0.433,0,0.456,-0.058
R00045256,3,neutral,-0.057,neutral,neutral,neutral,neutral,neutral,0,0.181,0,0.533,-0.073
R00045257,5,positive,0.905,positive,positive,neutral,positive,delight,0,0.133,0,0.436,0.643
R00045258,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.032,0,0.626,-0.882
R00045259,4,positive,0.584,neutral,positive,positive,neutral,neutral,0,0.22,0,0.696,0.431
R00045260,3,neutral,0.016,neutral,negative,neutral,neutral,mild_disappointment,0,0.071,1,0.26,0.134
R00045261,4,positive,0.566,neutral,positive,positive,positive,neutral,0,0.126,0,0.867,0.397
R00045262,5,positive,0.991,positive,positive,neutral,positive,satisfaction,0,0.321,0,0.236,0.746
R00045263,4,positive,0.601,positive,neutral,neutral,positive,satisfaction,0,0.453,0,0.46,0.217
R00045264,4,positive,0.487,positive,neutral,neutral,positive,neutral,0,0.406,0,0.822,0.38
R00045265,4,positive,0.454,positive,positive,neutral,neutral,neutral,0,0.27,0,0.61,0.496
R00045266,5,positive,1.0,positive,positive,neutral,neutral,satisfaction,0,0.321,0,0.448,0.861
R00045267,2,negative,-0.436,neutral,neutral,negative,neutral,disappointment,0,0.228,0,0.763,-0.358
R00045268,5,positive,0.973,positive,positive,positive,positive,satisfaction,0,0.265,0,0.7,0.868
R00045269,4,positive,0.606,positive,neutral,neutral,positive,satisfaction,0,0.322,0,0.161,0.351
R00045270,4,positive,0.538,neutral,neutral,positive,neutral,satisfaction,0,0.114,0,0.685,0.493
R00045271,4,positive,0.47,neutral,positive,neutral,positive,satisfaction,0,0.11,0,0.616,0.352
R00045272,5,positive,0.855,positive,positive,positive,positive,satisfaction,0,0.367,0,0.767,0.859
R00045273,4,positive,0.52,positive,neutral,neutral,positive,mild_joy,0,0.096,0,0.429,0.28
R00045274,3,neutral,-0.181,neutral,positive,neutral,neutral,mild_disappointment,0,0.11,0,0.21,-0.1
R00045275,5,positive,0.977,positive,positive,positive,positive,delight,0,0.48,0,0.205,0.757
R00045276,2,negative,-0.58,neutral,neutral,negative,neutral,disappointment,0,0.195,0,0.448,-0.545
R00045277,4,positive,0.491,neutral,positive,positive,positive,neutral,1,0.699,0,0.885,0.442
R00045278,3,neutral,-0.033,neutral,neutral,neutral,neutral,mild_disappointment,0,0.152,0,0.552,-0.078
R00045279,5,positive,0.842,positive,positive,positive,neutral,joy,0,0.221,0,0.851,0.728
R00045280,4,positive,0.501,positive,negative,positive,neutral,neutral,0,0.31,0,0.92,0.331
R00045281,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.099,0,0.481,0.812
R00045282,4,positive,0.752,neutral,positive,neutral,positive,neutral,1,0.617,0,0.905,0.43
R00045283,3,neutral,-0.003,neutral,neutral,neutral,neutral,mild_disappointment,0,0.037,0,0.887,-0.044
R00045284,5,positive,0.829,positive,neutral,positive,positive,delight,1,0.885,0,0.835,0.761
R00045285,1,negative,-0.962,negative,negative,negative,negative,anger,0,0.223,0,0.364,-0.785
R00045286,2,negative,-0.5,neutral,negative,negative,negative,disappointment,0,0.072,0,0.809,-0.405
R00045287,4,positive,0.467,positive,positive,positive,positive,satisfaction,0,0.11,0,0.582,0.542
R00045288,5,positive,0.996,positive,neutral,positive,positive,satisfaction,0,0.304,0,0.659,0.816
R00045289,4,positive,0.592,neutral,neutral,neutral,neutral,satisfaction,0,0.317,0,0.726,0.62
R00045290,5,positive,0.971,positive,positive,positive,positive,joy,1,0.573,0,0.813,0.851
R00045291,4,positive,0.576,positive,neutral,positive,neutral,satisfaction,0,0.291,0,0.548,0.229
R00045292,5,positive,0.917,positive,positive,neutral,positive,satisfaction,0,0.435,0,0.674,0.884
R00045293,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.139,0,0.564,0.87
R00045294,2,negative,-0.578,neutral,negative,neutral,neutral,disappointment,0,0.137,0,0.636,-0.421
R00045295,4,positive,0.573,neutral,neutral,positive,positive,satisfaction,0,0.268,0,0.657,0.417
R00045296,4,positive,0.348,neutral,negative,neutral,neutral,satisfaction,0,0.156,0,0.409,0.526
R00045297,5,positive,0.832,positive,neutral,positive,neutral,satisfaction,0,0.314,0,0.446,0.817
R00045298,3,neutral,0.107,negative,neutral,neutral,neutral,neutral,0,0.325,0,0.608,0.077
R00045299,2,negative,-0.394,negative,negative,negative,neutral,disappointment,0,0.096,0,0.489,-0.419
R00045300,5,positive,0.927,positive,positive,neutral,positive,satisfaction,1,0.857,0,0.885,0.799
R00045301,5,positive,0.845,positive,positive,positive,positive,joy,0,0.366,0,0.34,0.812
R00045302,5,positive,0.939,positive,positive,positive,positive,delight,1,0.48,0,0.711,0.834
R00045303,5,positive,1.0,positive,positive,positive,positive,joy,1,0.454,0,0.968,0.732
R00045304,5,positive,1.0,positive,positive,neutral,neutral,delight,0,0.232,0,0.241,0.845
R00045305,1,negative,-1.0,negative,neutral,negative,negative,disgust,0,0.315,0,0.32,-0.818
R00045306,5,positive,0.998,positive,positive,neutral,positive,joy,0,0.188,0,0.815,0.831
R00045307,3,neutral,0.136,neutral,neutral,neutral,negative,neutral,0,0.267,0,0.346,0.113
R00045308,3,neutral,-0.127,negative,neutral,neutral,neutral,neutral,0,0.335,0,0.735,-0.152
