review_id,product_id,user_id,review_date,year,month,star_rating,sentiment,verified_purchase,is_fake_review,review_length_words,has_title,title_word_count,num_images_attached,helpful_votes,total_votes,helpful_ratio,days_since_purchase,reviewer_review_count,is_top_reviewer,is_early_review,exclamation_marks,all_caps_ratio,readability_score,category,price_usd,price_tier,brand_tier
R00045723,P003520,U030616,2024-12-02,2024,12,1,negative,1,0,66,1,3,0,10,12,0.833,53,22,0,0,0,0.042,77.9,Toys & Games,16.11,budget,mid
R00045724,P001347,U038814,2023-08-18,2023,8,4,positive,1,0,36,0,0,0,21,25,0.84,25,40,1,0,0,0.041,75.5,Home & Kitchen,46.0,low,mid
R00045725,P000196,U029377,2023-05-20,2023,5,4,positive,1,0,72,1,11,3,1,1,1.0,3,22,0,0,0,0.057,50.0,Electronics,389.03,premium,mid
R00045726,P002236,U014032,2024-08-11,2024,8,5,positive,1,0,73,1,7,0,2,2,1.0,48,34,1,0,1,0.056,75.6,Health,15.5,budget,mid
R00045727,P000649,U017713,2024-07-18,2024,7,5,positive,1,1,37,1,8,0,11,11,1.0,4,48,1,0,3,0.311,66.0,Beauty,31.89,low,budget
R00045728,P000832,U010340,2024-04-02,2024,4,3,neutral,1,0,72,1,6,0,3,3,1.0,14,19,0,0,0,0.051,59.6,Books,30.29,low,mid
R00045729,P004723,U003477,2023-07-20,2023,7,4,positive,1,0,25,1,10,0,4,6,0.667,27,30,1,0,0,0.001,56.8,Clothing,66.74,mid,mid
R00045730,P003624,U016701,2024-08-21,2024,8,5,positive,0,1,26,1,6,0,0,0,0.0,38,18,0,0,4,0.141,67.8,Toys & Games,20.36,low,budget
R00045731,P000278,U030516,2024-08-12,2024,8,2,negative,0,0,80,1,4,0,0,0,0.0,13,48,1,0,0,0.037,62.0,Books,12.21,budget,budget
R00045732,P001824,U023942,2023-01-25,2023,1,3,neutral,1,0,43,1,5,4,2,2,1.0,10,11,0,0,0,0.002,50.9,Sports & Outdoors,29.35,low,mid
R00045733,P000309,U035854,2024-07-22,2024,7,4,positive,1,0,37,1,4,0,0,0,0.0,3,34,1,0,0,0.035,92.1,Clothing,44.96,low,budget
R00045734,P003679,U021192,2024-12-14,2024,12,1,negative,1,0,82,1,11,0,5,5,1.0,28,33,1,0,0,0.013,68.0,Clothing,77.92,mid,budget
R00045735,P004570,U029399,2024-05-05,2024,5,5,positive,1,0,25,1,7,2,11,12,0.917,63,1,0,0,1,0.041,68.9,Books,10.97,budget,mid
R00045736,P004898,U014025,2023-12-25,2023,12,2,negative,1,0,27,1,7,0,4,4,1.0,11,2,0,0,0,0.063,70.8,Books,9.04,budget,budget
R00045737,P000737,U017919,2020-09-15,2020,9,4,positive,0,0,30,1,9,0,0,0,0.0,7,12,0,0,0,0.052,79.8,Clothing,35.59,low,budget
R00045738,P003649,U018241,2024-02-07,2024,2,4,positive,0,0,26,1,7,0,5,5,1.0,10,1,0,0,0,0.058,78.2,Clothing,198.72,high,budget
R00045739,P000486,U026674,2024-04-26,2024,4,5,positive,1,1,107,1,5,0,12,13,0.923,11,27,1,0,2,0.376,69.4,Home & Kitchen,65.52,mid,premium
R00045740,P004523,U030261,2022-10-24,2022,10,4,positive,1,0,53,1,7,0,11,12,0.917,7,18,0,0,0,0.061,62.2,Toys & Games,54.39,mid,budget
R00045741,P000640,U023950,2022-12-29,2022,12,5,positive,1,0,48,1,9,0,1,1,1.0,9,34,1,0,2,0.001,80.4,Health,61.86,mid,premium
R00045742,P000068,U008300,2022-05-07,2022,5,3,neutral,0,0,55,1,5,0,2,2,1.0,20,33,1,0,0,0.067,81.2,Clothing,103.31,high,budget
R00045743,P000987,U014717,2023-08-02,2023,8,4,positive,1,0,49,0,0,0,3,3,1.0,3,48,1,0,0,0.024,45.9,Home & Kitchen,20.45,low,mid
R00045744,P000667,U007630,2024-01-30,2024,1,5,positive,0,0,112,1,10,0,2,2,1.0,4,6,0,0,0,0.075,81.8,Toys & Games,87.17,mid,premium
R00045745,P000669,U018607,2021-09-09,2021,9,3,neutral,1,0,89,1,7,0,13,15,0.867,8,29,1,0,0,0.042,70.1,Clothing,81.37,mid,budget
R00045746,P003820,U003309,2023-07-14,2023,7,5,positive,1,0,60,1,7,0,3,4,0.75,10,10,0,0,1,0.06,80.5,Health,78.19,mid,mid
R00045747,P003234,U037988,2024-03-24,2024,3,5,positive,1,0,40,1,8,0,13,16,0.812,50,5,0,0,1,0.035,70.9,Electronics,135.76,high,mid
R00045748,P000128,U034598,2023-07-31,2023,7,5,positive,1,0,87,1,8,0,9,11,0.818,11,44,1,0,0,0.042,74.4,Electronics,68.68,mid,budget
R00045749,P001952,U002245,2024-10-01,2024,10,5,positive,1,0,106,1,10,0,0,0,0.0,11,37,1,0,0,0.004,64.4,Electronics,160.52,high,premium
R00045750,P002481,U012956,2024-03-31,2024,3,3,neutral,0,0,69,1,6,0,0,0,0.0,11,47,1,0,0,0.042,51.8,Books,26.93,low,budget
R00045751,P002000,U022427,2024-09-28,2024,9,5,positive,0,0,101,1,6,0,2,2,1.0,13,47,1,0,1,0.043,57.9,Books,18.01,budget,budget
R00045752,P000830,U013433,2022-03-28,2022,3,1,negative,1,0,38,1,10,0,106,125,0.848,12,39,1,0,0,0.023,71.1,Clothing,49.73,low,mid
R00045753,P003786,U021889,2021-03-14,2021,3,5,positive,1,0,57,1,11,0,34,40,0.85,53,7,0,0,2,0.024,56.1,Food & Grocery,31.62,low,budget
R00045754,P001892,U009920,2023-04-08,2023,4,1,negative,1,0,121,1,11,0,8,10,0.8,23,13,0,0,0,0.025,69.0,Beauty,38.21,low,budget
R00045755,P000243,U032713,2024-12-31,2024,12,5,positive,1,0,65,1,9,0,3,3,1.0,21,18,0,0,1,0.072,65.1,Clothing,19.16,budget,budget
R00045756,P004515,U020907,2023-11-29,2023,11,1,negative,0,0,73,1,9,2,2,2,1.0,8,23,0,0,0,0.009,62.8,Electronics,328.8,premium,mid
R00045757,P002228,U027462,2023-06-20,2023,6,3,neutral,1,0,39,1,11,2,6,6,1.0,17,3,0,0,0,0.019,59.9,Electronics,237.8,high,premium
R00045758,P001959,U004361,2024-05-11,2024,5,5,positive,1,0,13,1,10,0,5,5,1.0,9,17,0,0,0,0.034,84.1,Health,27.82,low,mid
R00045759,P003103,U018916,2023-03-29,2023,3,5,positive,1,1,39,1,11,0,20,21,0.952,76,17,0,0,5,0.285,69.0,Food & Grocery,25.01,low,premium
R00045760,P001195,U024363,2021-08-14,2021,8,3,neutral,1,0,79,0,0,0,2,2,1.0,11,33,1,0,0,0.019,62.5,Health,45.22,low,budget
R00045761,P002168,U005518,2023-07-02,2023,7,2,negative,1,0,99,0,0,0,14,15,0.933,14,24,0,0,0,0.04,61.0,Home & Kitchen,77.49,mid,mid
R00045762,P002640,U012806,2024-03-25,2024,3,3,neutral,1,0,82,1,5,0,0,0,0.0,27,4,0,0,0,0.038,84.7,Clothing,58.4,mid,mid
R00045763,P001668,U038846,2023-10-30,2023,10,5,positive,1,0,184,1,11,0,5,5,1.0,7,42,1,0,0,0.059,57.8,Clothing,44.19,low,premium
R00045764,P003821,U038265,2021-01-27,2021,1,2,negative,0,0,56,1,4,0,7,7,1.0,17,30,1,0,0,0.018,47.9,Toys & Games,14.12,budget,premium
R00045765,P000217,U015237,2021-07-18,2021,7,3,neutral,1,0,60,1,8,0,1,2,0.5,10,1,0,0,0,0.014,55.6,Electronics,158.97,high,premium
R00045766,P002295,U019485,2023-12-08,2023,12,3,neutral,1,0,80,1,9,0,23,26,0.885,5,33,1,0,0,0.011,85.2,Clothing,33.57,low,premium
R00045767,P001774,U021463,2024-11-21,2024,11,4,positive,0,0,54,0,0,0,13,14,0.929,1,10,0,0,0,0.019,57.5,Health,23.0,low,budget
R00045768,P004994,U035343,2021-09-11,2021,9,1,negative,0,0,40,0,0,0,9,10,0.9,15,3,0,0,0,0.021,54.3,Home & Kitchen,82.7,mid,premium
R00045769,P004207,U031476,2024-09-19,2024,9,5,positive,1,1,73,1,7,0,9,9,1.0,8,19,0,0,5,0.238,75.8,Clothing,55.32,mid,budget
R00045770,P004285,U031590,2023-09-16,2023,9,1,negative,1,0,71,1,3,0,3,3,1.0,2,44,1,0,0,0.064,56.8,Health,31.87,low,mid
R00045771,P002058,U035098,2024-10-18,2024,10,3,neutral,1,0,35,0,0,0,5,5,1.0,3,46,1,0,0,0.032,70.8,Home & Kitchen,35.58,low,premium
R00045772,P000770,U004859,2024-05-16,2024,5,1,negative,1,0,73,1,11,0,57,62,0.919,38,35,1,0,0,0.065,93.4,Sports & Outdoors,24.99,low,budget
R00045773,P004172,U034189,2023-03-26,2023,3,5,positive,0,0,38,1,9,3,1,1,1.0,2,26,1,0,2,0.047,66.7,Beauty,12.86,budget,budget
R00045774,P002953,U027406,2020-12-16,2020,12,4,positive,1,0,61,0,0,0,10,11,0.909,24,22,0,0,0,0.013,76.4,Electronics,660.95,premium,premium
R00045775,P002798,U001534,2024-11-11,2024,11,1,negative,1,0,203,1,3,0,20,23,0.87,23,1,0,0,0,0.065,67.6,Home & Kitchen,48.64,low,budget
R00045776,P004896,U028788,2023-10-14,2023,10,4,positive,1,0,57,1,6,0,2,2,1.0,21,18,0,0,0,0.021,67.9,Books,15.8,budget,budget
R00045777,P001156,U033619,2024-06-05,2024,6,3,neutral,1,0,44,1,11,0,7,7,1.0,8,3,0,0,0,0.038,56.9,Electronics,154.37,high,mid
R00045778,P003951,U028225,2023-12-29,2023,12,3,neutral,1,0,43,1,7,0,7,10,0.7,31,49,1,0,0,0.044,59.2,Home & Kitchen,82.95,mid,premium
R00045779,P000037,U033158,2021-01-22,2021,1,5,positive,1,1,334,0,0,0,1,1,1.0,1,7,0,0,5,0.133,73.8,Electronics,196.71,high,budget
R00045780,P000340,U002322,2021-11-29,2021,11,5,positive,0,1,84,1,3,0,1,1,1.0,2,11,0,0,3,0.103,62.5,Food & Grocery,37.4,low,budget
R00045781,P004488,U011607,2023-05-31,2023,5,3,neutral,1,0,38,1,10,0,3,3,1.0,15,14,0,0,0,0.075,68.1,Electronics,291.76,premium,mid
R00045782,P002701,U026345,2020-04-21,2020,4,4,positive,0,0,24,1,5,0,3,4,0.75,18,11,0,0,0,0.039,80.2,Beauty,27.67,low,mid
R00045783,P002432,U005005,2022-11-01,2022,11,3,neutral,1,0,38,1,4,0,9,9,1.0,31,3,0,0,0,0.01,59.2,Beauty,16.75,budget,budget
R00045784,P003476,U028874,2023-04-30,2023,4,1,negative,1,0,59,1,11,0,1,1,1.0,22,35,1,0,0,0.075,83.9,Home & Kitchen,34.92,low,mid
R00045785,P004971,U014614,2020-01-12,2020,1,3,neutral,1,0,33,1,7,3,0,0,0.0,11,27,1,1,0,0.014,81.2,Sports & Outdoors,64.35,mid,budget
R00045786,P002727,U011274,2023-10-19,2023,10,4,positive,1,0,35,0,0,1,3,3,1.0,4,29,1,0,0,0.015,82.0,Toys & Games,50.09,mid,budget
R00045787,P001313,U031774,2024-03-31,2024,3,4,positive,1,0,89,0,0,5,1,1,1.0,7,7,0,0,0,0.032,53.5,Books,30.06,low,premium
R00045788,P002375,U033248,2024-12-14,2024,12,4,positive,0,0,40,0,0,5,3,3,1.0,38,35,1,0,0,0.058,85.0,Home & Kitchen,51.76,mid,premium
R00045789,P000846,U007879,2024-08-11,2024,8,2,negative,0,0,138,1,6,0,0,0,0.0,8,16,0,0,0,0.019,85.8,Health,41.61,low,mid
R00045790,P001757,U022885,2022-02-03,2022,2,5,positive,1,0,69,1,9,5,1,1,1.0,48,48,1,0,2,0.012,59.5,Electronics,165.94,high,mid
R00045791,P001431,U030003,2023-05-06,2023,5,4,positive,1,0,47,1,11,0,1,1,1.0,6,44,1,0,0,0.022,58.5,Food & Grocery,9.23,budget,budget
R00045792,P003083,U000458,2024-12-20,2024,12,5,positive,0,0,239,0,0,3,4,5,0.8,13,41,1,0,2,0.015,68.4,Sports & Outdoors,25.77,low,budget
R00045793,P003060,U017563,2024-08-01,2024,8,5,positive,1,1,71,1,4,0,1,1,1.0,3,31,1,0,3,0.16,57.8,Clothing,64.24,mid,mid
R00045794,P003930,U032710,2020-06-08,2020,6,4,positive,1,0,45,1,7,0,7,7,1.0,22,25,1,0,0,0.073,44.9,Health,46.91,low,mid
R00045795,P003477,U038615,2023-01-27,2023,1,4,positive,1,0,72,1,6,0,28,33,0.848,34,25,1,0,0,0.008,69.7,Toys & Games,7.64,budget,budget
R00045796,P004311,U009794,2022-03-18,2022,3,5,positive,1,0,66,1,10,0,4,4,1.0,17,1,0,0,0,0.03,58.5,Books,30.45,low,mid
R00045797,P000115,U004518,2020-08-05,2020,8,4,positive,1,0,41,0,0,0,2,2,1.0,3,25,1,0,0,0.045,91.9,Electronics,123.22,high,premium
R00045798,P002278,U022810,2024-07-26,2024,7,4,positive,1,0,24,1,3,0,4,5,0.8,23,34,1,0,0,0.008,19.6,Clothing,51.1,mid,mid
R00045799,P000489,U023387,2020-12-25,2020,12,3,neutral,1,0,61,1,3,0,6,6,1.0,10,46,1,0,0,0.07,85.1,Books,53.47,mid,budget
R00045800,P000968,U039561,2022-03-02,2022,3,3,neutral,1,0,141,1,6,0,46,50,0.92,9,10,0,0,0,0.048,42.7,Electronics,329.53,premium,mid
R00045801,P003067,U038600,2023-02-25,2023,2,5,positive,0,0,28,1,11,0,1,1,1.0,6,22,0,0,1,0.037,74.6,Home & Kitchen,23.11,low,budget
R00045802,P004180,U013314,2024-05-11,2024,5,3,neutral,1,0,30,1,9,1,4,4,1.0,6,25,1,0,0,0.07,63.5,Health,35.37,low,budget
R00045803,P001501,U011499,2020-06-27,2020,6,5,positive,1,1,28,1,10,0,4,4,1.0,27,22,0,0,5,0.119,46.6,Beauty,27.05,low,premium
R00045804,P000180,U039852,2024-06-25,2024,6,4,positive,1,0,29,1,7,0,70,75,0.933,5,9,0,0,0,0.04,66.9,Beauty,29.25,low,budget
R00045805,P001432,U015537,2024-09-28,2024,9,5,positive,1,0,44,1,9,3,19,19,1.0,19,20,0,0,0,0.07,78.9,Sports & Outdoors,91.32,mid,mid
R00045806,P001013,U018959,2024-05-27,2024,5,3,neutral,1,0,23,1,6,5,3,3,1.0,4,49,1,0,0,0.079,87.0,Home & Kitchen,153.07,high,mid
R00045807,P002265,U007785,2024-07-30,2024,7,5,positive,1,0,110,1,11,0,5,6,0.833,12,3,0,0,0,0.024,56.9,Books,31.06,low,premium
R00045808,P000141,U023179,2023-07-14,2023,7,3,neutral,0,0,50,1,8,3,8,9,0.889,16,14,0,0,0,0.079,60.1,Books,30.58,low,mid
R00045809,P001057,U015917,2021-06-09,2021,6,4,positive,0,0,38,1,3,0,2,3,0.667,7,22,0,0,0,0.036,45.9,Food & Grocery,10.96,budget,mid
R00045810,P001789,U027233,2023-07-03,2023,7,5,positive,1,0,28,1,7,0,7,7,1.0,27,5,0,0,1,0.071,64.4,Health,61.85,mid,premium
R00045811,P003389,U037348,2024-02-16,2024,2,2,negative,1,0,24,1,6,0,6,7,0.857,15,30,1,0,0,0.003,77.6,Home & Kitchen,27.1,low,budget
R00045812,P000283,U013968,2022-10-07,2022,10,2,negative,1,0,22,0,0,5,25,28,0.893,4,4,0,0,0,0.078,71.7,Clothing,18.51,budget,mid
R00045813,P000375,U027134,2024-05-23,2024,5,5,positive,1,1,89,1,4,0,0,0,0.0,3,35,1,0,7,0.146,45.8,Electronics,449.15,premium,mid
R00045814,P000387,U028697,2024-11-24,2024,11,4,positive,0,0,103,0,0,0,1,1,1.0,11,19,0,0,0,0.002,84.2,Beauty,26.29,low,mid
R00045815,P001447,U003862,2023-02-21,2023,2,4,positive,1,0,26,0,0,0,4,5,0.8,26,16,0,0,0,0.022,71.5,Food & Grocery,102.49,high,mid
R00045816,P000080,U015521,2024-05-29,2024,5,4,positive,1,0,40,0,0,0,39,43,0.907,8,2,0,0,0,0.02,64.5,Toys & Games,46.11,low,budget
R00045817,P004997,U011869,2024-09-21,2024,9,5,positive,1,0,55,1,3,0,1,1,1.0,1,6,0,0,0,0.047,73.2,Electronics,63.1,mid,premium
R00045818,P001504,U003359,2023-04-26,2023,4,4,positive,1,0,37,1,10,0,0,0,0.0,24,34,1,0,0,0.018,41.1,Home & Kitchen,85.11,mid,mid
R00045819,P001469,U035583,2023-10-03,2023,10,5,positive,1,0,115,0,0,0,12,13,0.923,21,17,0,0,0,0.021,75.3,Beauty,24.32,low,mid
R00045820,P002806,U034475,2024-03-20,2024,3,3,neutral,1,0,35,1,6,0,13,14,0.929,10,42,1,0,0,0.05,59.3,Clothing,28.76,low,premium
R00045821,P002483,U025880,2023-01-07,2023,1,5,positive,1,0,50,1,7,0,19,21,0.905,1,19,0,0,2,0.02,64.9,Electronics,144.97,high,mid
R00045822,P003557,U037670,2024-06-28,2024,6,1,negative,1,0,204,1,7,0,59,66,0.894,10,13,0,0,0,0.038,66.9,Books,29.99,low,premium
R00045823,P002285,U008423,2023-03-08,2023,3,1,negative,1,0,41,1,3,0,6,7,0.857,76,19,0,0,0,0.038,58.4,Clothing,55.11,mid,budget
R00045824,P000684,U032454,2024-08-27,2024,8,5,positive,1,0,34,1,9,0,2,3,0.667,7,41,1,0,2,0.075,85.1,Home & Kitchen,71.94,mid,budget
R00045825,P002744,U036948,2023-03-10,2023,3,2,negative,1,0,29,1,11,2,6,9,0.667,29,25,1,0,0,0.032,84.0,Toys & Games,28.97,low,budget
R00045826,P004502,U017455,2023-04-07,2023,4,3,neutral,1,0,28,0,0,0,8,9,0.889,57,15,0,0,0,0.063,78.6,Home & Kitchen,92.66,mid,mid
R00045827,P000021,U026144,2024-10-31,2024,10,3,neutral,1,0,128,1,5,0,3,4,0.75,39,33,1,0,0,0.056,65.0,Beauty,21.43,low,mid
R00045828,P000367,U000694,2024-10-09,2024,10,5,positive,1,0,113,1,10,0,0,0,0.0,21,13,0,0,0,0.03,68.2,Toys & Games,34.82,low,premium
R00045829,P004819,U008476,2024-11-13,2024,11,5,positive,1,0,45,1,4,0,46,52,0.885,13,6,0,0,0,0.069,41.5,Books,31.96,low,premium
R00045830,P003387,U000965,2021-04-10,2021,4,1,negative,1,0,66,1,10,0,35,40,0.875,26,20,0,0,0,0.015,100.0,Books,21.03,low,budget
R00045831,P003350,U014516,2023-11-06,2023,11,4,positive,0,0,154,1,8,0,2,3,0.667,1,46,1,0,0,0.056,28.9,Home & Kitchen,36.74,low,premium
R00045832,P000034,U014846,2021-08-15,2021,8,1,negative,0,0,92,1,8,0,26,31,0.839,2,16,0,0,0,0.001,79.9,Home & Kitchen,68.13,mid,premium
R00045833,P001697,U013292,2023-07-26,2023,7,5,positive,0,0,114,0,0,2,1,1,1.0,1,36,1,0,0,0.005,79.0,Clothing,42.99,low,mid
R00045834,P002736,U039181,2023-06-21,2023,6,5,positive,1,0,162,0,0,0,4,5,0.8,1,29,1,0,1,0.009,61.4,Home & Kitchen,21.77,low,budget
R00045835,P000868,U015270,2021-05-14,2021,5,4,positive,1,0,61,1,9,0,3,4,0.75,25,47,1,0,0,0.016,70.4,Toys & Games,10.75,budget,mid
R00045836,P000528,U032278,2020-03-03,2020,3,3,neutral,1,0,86,1,8,2,7,7,1.0,15,20,0,0,0,0.014,74.2,Automotive,28.97,low,mid
R00045837,P003648,U018461,2020-05-14,2020,5,4,positive,1,1,22,1,3,0,9,11,0.818,7,40,1,0,6,0.231,40.9,Home & Kitchen,53.27,mid,mid
R00045838,P000923,U028285,2023-09-21,2023,9,5,positive,1,0,87,1,7,0,32,37,0.865,3,34,1,0,1,0.031,63.1,Sports & Outdoors,28.16,low,budget
R00045839,P004449,U038312,2020-12-07,2020,12,4,positive,1,0,65,1,4,5,1,2,0.5,6,39,1,0,0,0.078,63.2,Books,22.29,low,mid
R00045840,P002574,U004229,2023-04-13,2023,4,4,positive,1,0,44,1,6,0,12,12,1.0,3,35,1,0,0,0.026,71.5,Toys & Games,50.59,mid,mid
R00045841,P000585,U006538,2023-11-18,2023,11,3,neutral,0,0,79,1,11,0,28,30,0.933,14,28,1,0,0,0.045,82.6,Food & Grocery,20.23,low,budget
R00045842,P002815,U012904,2021-09-08,2021,9,5,positive,1,0,43,1,5,0,3,5,0.6,29,17,0,0,1,0.063,57.4,Electronics,288.74,premium,mid
R00045843,P001829,U034028,2023-01-15,2023,1,4,positive,1,0,36,1,6,0,0,0,0.0,10,44,1,0,0,0.049,34.6,Food & Grocery,17.9,budget,premium
R00045844,P004129,U031385,2023-03-25,2023,3,5,positive,0,0,105,1,5,0,39,49,0.796,20,31,1,0,0,0.046,85.8,Toys & Games,21.86,low,mid
R00045845,P004337,U006332,2020-03-25,2020,3,4,positive,1,0,41,1,11,0,7,7,1.0,7,41,1,0,0,0.077,52.7,Electronics,649.66,premium,premium
R00045846,P000864,U009625,2023-07-23,2023,7,4,positive,1,0,58,1,11,0,3,5,0.6,19,31,1,0,0,0.009,60.8,Books,25.55,low,budget
R00045847,P001893,U001103,2023-12-24,2023,12,3,neutral,1,0,134,1,8,0,22,25,0.88,115,36,1,0,0,0.059,56.0,Books,62.37,mid,mid
R00045848,P000586,U034159,2024-05-20,2024,5,1,negative,1,0,86,1,11,0,0,0,0.0,15,8,0,0,0,0.001,72.7,Sports & Outdoors,36.21,low,mid
R00045849,P002730,U035208,2020-12-13,2020,12,2,negative,0,0,121,1,5,0,6,6,1.0,9,29,1,0,0,0.067,69.3,Health,115.15,high,mid
R00045850,P003749,U035682,2024-10-17,2024,10,3,neutral,1,0,75,0,0,2,4,4,1.0,8,1,0,0,0,0.049,51.2,Clothing,22.11,low,budget
R00045851,P004733,U031926,2024-12-19,2024,12,4,positive,1,0,45,1,4,0,11,12,0.917,15,31,1,0,0,0.04,58.2,Home & Kitchen,81.91,mid,premium
R00045852,P004242,U017662,2021-05-21,2021,5,4,positive,0,0,77,1,4,1,42,44,0.955,3,39,1,0,0,0.065,44.6,Toys & Games,40.63,low,budget
R00045853,P002019,U026734,2024-10-18,2024,10,2,negative,0,0,42,1,3,0,1,1,1.0,8,47,1,0,0,0.011,71.6,Sports & Outdoors,31.57,low,premium
R00045854,P003776,U004976,2021-10-06,2021,10,3,neutral,0,0,41,0,0,0,14,17,0.824,14,13,0,0,0,0.036,44.5,Books,8.78,budget,premium
R00045855,P004118,U008526,2024-06-29,2024,6,4,positive,1,0,12,1,6,0,1,1,1.0,12,8,0,0,0,0.038,77.6,Health,14.19,budget,mid
R00045856,P002872,U013189,2021-11-12,2021,11,5,positive,1,0,77,0,0,0,3,3,1.0,4,45,1,0,0,0.08,72.5,Home & Kitchen,36.38,low,mid
R00045857,P002250,U009961,2024-08-27,2024,8,3,neutral,1,0,26,1,10,0,10,12,0.833,9,24,0,0,0,0.03,65.6,Home & Kitchen,34.63,low,budget
R00045858,P003399,U000896,2024-01-13,2024,1,5,positive,0,1,168,0,0,0,1,1,1.0,12,8,0,0,3,0.278,47.7,Beauty,23.19,low,budget
R00045859,P000932,U038079,2021-10-30,2021,10,5,positive,0,0,30,1,5,0,2,3,0.667,9,37,1,0,1,0.077,68.2,Home & Kitchen,171.17,high,mid
R00045860,P001479,U037908,2023-05-04,2023,5,4,positive,1,0,73,1,4,4,15,21,0.714,13,36,1,0,0,0.015,56.2,Books,27.96,low,mid
R00045861,P000161,U035211,2021-01-05,2021,1,3,neutral,1,0,26,1,7,0,4,4,1.0,6,35,1,0,0,0.061,95.8,Electronics,94.24,mid,budget
R00045862,P004832,U032965,2022-01-02,2022,1,3,neutral,0,0,108,1,7,0,6,7,0.857,15,34,1,0,0,0.016,42.5,Clothing,16.39,budget,premium
R00045863,P001712,U000317,2024-02-26,2024,2,3,neutral,1,0,112,0,0,0,4,4,1.0,8,28,1,0,0,0.024,70.1,Home & Kitchen,69.22,mid,budget
R00045864,P001317,U004016,2021-01-20,2021,1,4,positive,1,0,29,1,6,0,2,2,1.0,28,31,1,0,0,0.015,52.3,Books,16.56,budget,mid
R00045865,P003841,U037297,2024-10-28,2024,10,4,positive,1,0,23,1,9,0,15,18,0.833,41,16,0,0,0,0.043,82.4,Beauty,28.96,low,budget
R00045866,P000061,U000922,2022-01-24,2022,1,5,positive,0,1,154,1,6,0,15,16,0.938,58,31,1,0,4,0.346,52.9,Sports & Outdoors,36.68,low,budget
R00045867,P000750,U030465,2024-10-01,2024,10,4,positive,1,0,27,1,4,0,4,5,0.8,21,5,0,0,0,0.056,67.4,Health,56.94,mid,budget
R00045868,P000562,U032122,2024-10-22,2024,10,3,neutral,1,0,66,1,8,0,13,16,0.812,41,16,0,0,0,0.05,56.4,Clothing,44.84,low,mid
R00045869,P003157,U022488,2024-03-24,2024,3,4,positive,0,0,116,1,11,0,19,23,0.826,27,32,1,0,0,0.052,58.5,Electronics,69.69,mid,premium
R00045870,P002696,U031853,2022-11-12,2022,11,3,neutral,0,0,36,1,8,0,1,1,1.0,18,29,1,0,0,0.055,60.1,Electronics,183.44,high,premium
R00045871,P004933,U036419,2023-04-30,2023,4,3,neutral,1,0,19,1,4,0,5,8,0.625,5,36,1,0,0,0.058,90.9,Toys & Games,13.0,budget,mid
R00045872,P000275,U036656,2022-04-02,2022,4,5,positive,0,0,40,1,7,0,0,0,0.0,2,13,0,0,2,0.052,57.1,Beauty,63.1,mid,premium
R00045873,P004522,U029366,2022-05-29,2022,5,4,positive,1,1,32,1,11,5,8,8,1.0,16,3,0,0,7,0.304,100.0,Home & Kitchen,33.08,low,budget
R00045874,P001743,U021525,2023-09-28,2023,9,4,positive,1,0,51,1,3,1,15,19,0.789,71,46,1,0,0,0.073,89.6,Electronics,96.24,mid,mid
R00045875,P002210,U008363,2022-11-12,2022,11,4,positive,1,0,49,1,7,0,16,17,0.941,1,31,1,0,0,0.041,61.7,Electronics,305.84,premium,budget
R00045876,P001540,U014450,2024-12-08,2024,12,4,positive,1,0,23,1,10,0,47,52,0.904,11,12,0,0,0,0.063,41.8,Home & Kitchen,171.02,high,mid
R00045877,P004382,U005886,2024-12-27,2024,12,2,negative,1,0,105,0,0,2,1,2,0.5,41,28,1,0,0,0.032,48.4,Clothing,63.45,mid,premium
R00045878,P002878,U023075,2023-09-26,2023,9,3,neutral,1,0,208,1,10,0,1,2,0.5,8,19,0,0,0,0.042,50.3,Home & Kitchen,75.38,mid,budget
R00045879,P001058,U026361,2022-12-10,2022,12,1,negative,0,0,74,1,3,0,4,5,0.8,6,24,0,0,0,0.027,73.0,Clothing,22.96,low,premium
R00045880,P000823,U021025,2023-09-23,2023,9,4,positive,1,0,35,1,8,0,9,10,0.9,7,2,0,0,0,0.04,56.6,Clothing,89.43,mid,mid
R00045881,P004322,U017026,2021-10-03,2021,10,1,negative,1,0,59,1,7,0,7,7,1.0,8,31,1,0,0,0.009,92.4,Books,21.0,low,mid
R00045882,P003305,U035448,2024-01-02,2024,1,2,negative,1,0,74,1,11,4,1,3,0.333,14,14,0,0,0,0.023,79.8,Beauty,38.85,low,premium
R00045883,P002447,U024330,2024-02-16,2024,2,3,neutral,1,0,31,1,10,0,4,4,1.0,6,44,1,0,0,0.046,73.4,Electronics,425.38,premium,budget
R00045884,P002795,U016663,2021-04-23,2021,4,3,neutral,0,0,81,1,6,0,4,5,0.8,8,44,1,0,0,0.026,92.1,Health,26.42,low,mid
R00045885,P004298,U023395,2023-11-14,2023,11,5,positive,1,0,48,1,11,0,12,12,1.0,7,49,1,0,2,0.011,43.6,Sports & Outdoors,62.63,mid,mid
R00045886,P001301,U025636,2022-05-04,2022,5,5,positive,1,0,45,1,3,0,2,2,1.0,19,18,0,0,1,0.006,71.4,Clothing,23.47,low,budget
R00045887,P001499,U034737,2022-05-11,2022,5,3,neutral,0,0,59,1,5,4,18,21,0.857,23,34,1,0,0,0.035,67.8,Home & Kitchen,82.96,mid,budget
