review_id,product_id,user_id,review_date,year,month,star_rating,sentiment,verified_purchase,is_fake_review,review_length_words,has_title,title_word_count,num_images_attached,helpful_votes,total_votes,helpful_ratio,days_since_purchase,reviewer_review_count,is_top_reviewer,is_early_review,exclamation_marks,all_caps_ratio,readability_score,category,price_usd,price_tier,brand_tier,seller_id,seller_fake_rate,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion
R00043962,P000699,U028807,2022-11-27,2022,11,1,negative,0,0,159,1,4,0,14,17,0.824,3,9,0,0,0,0.054,92.9,Sports & Outdoors,48.9,low,mid,S0495,0.0694,-0.988,negative,negative,negative,negative,frustration
R00043963,P004582,U022447,2023-07-26,2023,7,4,positive,1,0,100,0,0,0,3,3,1.0,10,24,0,0,0,0.031,80.5,Toys & Games,40.78,low,budget,S0222,0.0404,0.544,neutral,positive,neutral,positive,satisfaction
R00043964,P000512,U006476,2024-01-23,2024,1,5,positive,0,1,93,1,6,0,2,2,1.0,9,39,1,0,2,0.225,37.9,Health,99.51,mid,budget,S0032,0.0886,1.0,positive,positive,positive,positive,joy
R00043965,P002273,U005568,2024-03-12,2024,3,1,negative,1,0,340,1,11,0,2,2,1.0,5,37,1,0,0,0.003,74.6,Beauty,40.41,low,budget,S0210,0.0533,-1.0,neutral,negative,negative,negative,anger
R00043966,P003471,U032801,2024-06-30,2024,6,4,positive,0,0,59,1,5,4,8,10,0.8,6,41,1,0,0,0.027,81.8,Home & Kitchen,23.37,low,mid,S0157,0.0442,0.418,neutral,neutral,positive,neutral,mild_joy
R00043967,P002409,U007502,2024-06-17,2024,6,2,negative,1,0,15,1,7,0,24,30,0.8,42,46,1,0,0,0.018,64.5,Clothing,113.36,high,premium,S0177,0.0455,-0.704,negative,negative,neutral,negative,frustration
R00043968,P000134,U011553,2022-02-05,2022,2,4,positive,0,0,13,0,0,0,1,1,1.0,8,11,0,0,0,0.013,72.7,Home & Kitchen,23.58,low,mid,S0419,0.072,0.555,positive,positive,positive,positive,satisfaction
R00043969,P002705,U032174,2020-12-31,2020,12,3,neutral,1,0,25,1,5,0,0,0,0.0,19,21,0,0,0,0.064,58.4,Beauty,9.59,budget,mid,S0061,0.0533,-0.044,neutral,neutral,negative,neutral,neutral
R00043970,P002606,U024087,2023-06-10,2023,6,5,positive,1,0,96,1,6,0,5,5,1.0,19,24,0,0,0,0.009,77.1,Electronics,146.2,high,premium,S0155,0.0513,1.0,positive,positive,neutral,neutral,joy
R00043971,P002511,U024230,2023-01-01,2023,1,4,positive,1,0,35,1,3,0,4,5,0.8,8,12,0,0,0,0.005,86.9,Home & Kitchen,52.09,mid,premium,S0235,0.061,0.54,neutral,positive,neutral,positive,satisfaction
R00043972,P000371,U020073,2024-03-26,2024,3,1,negative,0,0,93,1,11,0,11,12,0.917,19,33,1,0,0,0.064,90.9,Toys & Games,18.92,budget,mid,S0146,0.0642,-0.955,negative,negative,negative,negative,anger
R00043973,P002060,U029267,2024-11-03,2024,11,2,negative,0,0,109,0,0,0,2,3,0.667,11,14,0,0,0,0.053,40.5,Electronics,164.82,high,mid,S0359,0.0542,-0.335,negative,negative,positive,negative,disappointment
R00043974,P000077,U000527,2023-12-09,2023,12,3,neutral,0,0,137,1,10,0,4,6,0.667,11,2,0,0,0,0.011,63.9,Clothing,155.35,high,mid,S0129,0.0473,-0.03,neutral,positive,neutral,neutral,neutral
R00043975,P000936,U008305,2020-09-16,2020,9,3,neutral,1,0,40,1,11,0,47,56,0.839,62,32,1,0,0,0.02,59.7,Clothing,71.47,mid,mid,S0451,0.0672,-0.022,neutral,positive,neutral,neutral,mild_disappointment
R00043976,P002977,U015515,2024-02-29,2024,2,2,negative,1,0,54,1,4,0,15,17,0.882,2,41,1,0,0,0.06,55.3,Sports & Outdoors,41.64,low,budget,S0080,0.0684,-0.446,neutral,negative,neutral,neutral,disappointment
R00043977,P001281,U024995,2024-05-14,2024,5,1,negative,1,0,96,1,7,1,50,58,0.862,8,12,0,0,0,0.034,80.6,Home & Kitchen,99.52,mid,mid,S0201,0.0392,-0.966,negative,negative,negative,negative,anger
R00043978,P000471,U004752,2022-03-20,2022,3,4,positive,1,0,16,1,4,0,5,5,1.0,6,29,1,0,0,0.049,68.7,Home & Kitchen,54.02,mid,budget,S0101,0.0603,0.459,positive,neutral,positive,neutral,satisfaction
R00043979,P002607,U000160,2024-11-12,2024,11,3,neutral,1,0,32,1,6,0,2,2,1.0,29,21,0,0,0,0.06,84.6,Sports & Outdoors,79.63,mid,premium,S0153,0.0643,0.039,neutral,neutral,neutral,neutral,mild_disappointment
R00043980,P001329,U004886,2023-07-03,2023,7,1,negative,1,0,74,1,6,0,4,6,0.667,17,42,1,0,0,0.009,77.0,Clothing,28.28,low,mid,S0314,0.0347,-1.0,negative,negative,negative,negative,anger
R00043981,P001667,U030287,2024-11-25,2024,11,5,positive,1,0,38,1,6,0,5,6,0.833,44,45,1,0,0,0.027,84.9,Health,37.11,low,budget,S0498,0.0571,0.928,positive,positive,positive,neutral,satisfaction
R00043982,P000311,U024517,2020-03-15,2020,3,4,positive,1,0,86,1,3,0,1,1,1.0,8,47,1,0,0,0.004,47.4,Home & Kitchen,29.38,low,mid,S0435,0.0633,0.31,neutral,positive,neutral,neutral,satisfaction
R00043983,P002427,U022517,2024-08-27,2024,8,4,positive,1,0,58,0,0,0,0,0,0.0,127,8,0,0,0,0.013,74.9,Electronics,142.17,high,budget,S0294,0.0611,0.617,neutral,neutral,positive,positive,neutral
R00043984,P003373,U016426,2023-11-08,2023,11,3,neutral,1,0,24,1,11,0,2,2,1.0,11,15,0,0,0,0.062,51.7,Health,34.38,low,premium,S0054,0.0638,-0.113,neutral,neutral,neutral,neutral,neutral
R00043985,P001583,U030067,2021-02-05,2021,2,4,positive,0,0,53,1,6,5,1,2,0.5,42,13,0,0,0,0.052,73.3,Home & Kitchen,98.42,mid,budget,S0434,0.0498,0.329,neutral,positive,neutral,neutral,neutral
R00043986,P002295,U028298,2024-04-14,2024,4,4,positive,1,0,89,1,5,0,0,0,0.0,63,5,0,0,0,0.019,69.2,Clothing,33.57,low,premium,S0395,0.0447,0.545,positive,positive,neutral,neutral,neutral
R00043987,P001218,U012846,2023-03-18,2023,3,2,negative,1,0,162,1,8,0,7,7,1.0,12,42,1,0,0,0.069,69.1,Books,32.62,low,mid,S0208,0.0457,-0.557,negative,neutral,neutral,neutral,frustration
R00043988,P002693,U037820,2020-12-08,2020,12,3,neutral,1,0,35,0,0,0,1,1,1.0,10,43,1,0,0,0.003,47.2,Health,55.83,mid,premium,S0309,0.0939,-0.064,neutral,neutral,neutral,positive,neutral
R00043989,P001504,U021109,2024-09-27,2024,9,5,positive,1,0,46,1,11,0,3,6,0.5,24,26,1,0,1,0.029,64.1,Home & Kitchen,85.11,mid,mid,S0282,0.0732,0.942,neutral,positive,neutral,positive,satisfaction
R00043990,P004082,U000201,2024-11-24,2024,11,3,neutral,1,0,85,0,0,0,1,1,1.0,20,15,0,0,0,0.023,86.8,Clothing,39.72,low,budget,S0402,0.0676,0.08,negative,neutral,neutral,positive,neutral
R00043991,P001121,U032495,2024-07-19,2024,7,3,neutral,1,0,47,1,3,0,3,3,1.0,100,27,1,0,0,0.043,61.4,Sports & Outdoors,28.35,low,budget,S0214,0.0613,0.073,neutral,neutral,neutral,neutral,neutral
R00043992,P002831,U017843,2020-01-04,2020,1,5,positive,1,0,63,1,6,0,1,1,1.0,16,41,1,1,1,0.069,60.3,Clothing,26.15,low,mid,S0097,0.0487,0.915,positive,positive,positive,neutral,joy
R00043993,P001092,U029809,2023-06-01,2023,6,5,positive,1,0,32,1,9,0,1,1,1.0,17,17,0,0,2,0.019,57.7,Sports & Outdoors,84.51,mid,mid,S0147,0.0357,0.995,positive,positive,positive,positive,delight
R00043994,P000183,U030189,2024-05-22,2024,5,1,negative,1,0,232,1,3,3,3,3,1.0,31,2,0,0,0,0.072,85.1,Books,29.12,low,mid,S0202,0.0702,-1.0,negative,negative,negative,neutral,anger
R00043995,P004321,U035048,2024-11-09,2024,11,4,positive,0,0,143,0,0,0,32,37,0.865,25,45,1,0,0,0.018,42.4,Toys & Games,16.96,budget,mid,S0207,0.0476,0.532,positive,neutral,positive,neutral,satisfaction
R00043996,P003553,U024462,2023-12-09,2023,12,5,positive,1,0,74,1,9,0,8,8,1.0,10,5,0,0,0,0.023,80.3,Home & Kitchen,62.55,mid,budget,S0359,0.0542,1.0,positive,positive,positive,neutral,joy
R00043997,P000278,U002732,2023-12-26,2023,12,3,neutral,0,0,54,1,7,0,14,18,0.778,6,49,1,0,0,0.015,75.6,Books,12.21,budget,budget,S0191,0.0647,-0.095,neutral,neutral,negative,negative,neutral
R00043998,P000333,U032329,2024-08-03,2024,8,5,positive,0,0,97,1,7,0,7,8,0.875,5,27,1,0,2,0.022,68.9,Beauty,43.66,low,premium,S0005,0.0564,0.829,positive,neutral,positive,neutral,joy
R00043999,P004926,U017174,2023-07-02,2023,7,3,neutral,1,0,14,0,0,0,8,9,0.889,4,38,1,0,0,0.012,81.5,Home & Kitchen,67.78,mid,budget,S0150,0.0444,0.096,neutral,neutral,neutral,neutral,neutral
R00044000,P003610,U005064,2023-02-19,2023,2,5,positive,1,1,83,1,8,0,2,2,1.0,20,19,0,0,7,0.337,40.3,Clothing,30.12,low,budget,S0445,0.0524,0.861,positive,positive,positive,positive,satisfaction
R00044001,P000416,U030353,2024-05-31,2024,5,3,neutral,1,0,189,1,4,0,10,11,0.909,41,25,1,0,0,0.046,88.2,Clothing,47.85,low,budget,S0477,0.0392,-0.075,neutral,neutral,neutral,neutral,mild_disappointment
R00044002,P000873,U020717,2023-06-04,2023,6,4,positive,1,0,38,0,0,3,9,9,1.0,33,48,1,0,0,0.014,91.1,Automotive,91.13,mid,mid,S0173,0.0078,0.682,neutral,positive,positive,positive,satisfaction
R00044003,P002434,U023582,2024-02-26,2024,2,3,neutral,1,0,139,1,9,0,8,10,0.8,31,24,0,0,0,0.02,48.0,Clothing,45.51,low,budget,S0473,0.0447,-0.153,negative,neutral,neutral,positive,neutral
R00044004,P002024,U019959,2023-12-03,2023,12,1,negative,1,0,68,1,3,0,7,8,0.875,41,11,0,0,0,0.066,53.1,Clothing,28.99,low,premium,S0030,0.0766,-0.881,negative,negative,negative,negative,frustration
R00044005,P004369,U022033,2020-05-30,2020,5,5,positive,1,0,16,1,3,0,10,15,0.667,41,45,1,0,1,0.008,96.1,Electronics,168.15,high,mid,S0249,0.0902,1.0,positive,positive,positive,positive,satisfaction
R00044006,P003285,U036150,2024-03-05,2024,3,1,negative,1,0,87,1,7,2,8,8,1.0,47,13,0,0,0,0.044,59.3,Clothing,68.75,mid,budget,S0445,0.0524,-0.828,negative,neutral,negative,negative,frustration
R00044007,P004913,U038915,2022-11-11,2022,11,4,positive,1,0,38,1,5,0,8,11,0.727,52,23,0,0,0,0.03,62.5,Home & Kitchen,85.53,mid,mid,S0404,0.097,0.509,neutral,positive,neutral,neutral,neutral
R00044008,P001390,U009708,2022-09-12,2022,9,5,positive,0,0,67,1,3,0,2,2,1.0,1,13,0,0,1,0.038,46.7,Electronics,176.41,high,mid,S0454,0.0568,0.859,positive,positive,neutral,positive,joy
R00044009,P001425,U012180,2023-06-21,2023,6,5,positive,1,0,71,0,0,0,2,2,1.0,26,42,1,0,2,0.04,67.0,Home & Kitchen,28.78,low,mid,S0043,0.0567,1.0,neutral,positive,positive,positive,joy
R00044010,P003316,U005958,2024-08-12,2024,8,4,positive,1,0,91,1,5,0,1,1,1.0,5,14,0,0,0,0.017,94.0,Electronics,359.23,premium,mid,S0005,0.0564,0.53,positive,neutral,neutral,positive,neutral
R00044011,P004463,U010846,2020-09-23,2020,9,4,positive,0,0,48,1,3,0,6,7,0.857,7,46,1,0,0,0.066,59.0,Clothing,49.66,low,budget,S0131,0.0497,0.432,positive,neutral,neutral,neutral,neutral
R00044012,P004351,U018750,2023-09-05,2023,9,2,negative,0,0,99,1,7,0,5,5,1.0,4,47,1,0,0,0.014,66.7,Clothing,34.97,low,budget,S0208,0.0457,-0.367,negative,negative,negative,neutral,disappointment
R00044013,P002569,U032397,2024-09-10,2024,9,4,positive,1,0,43,0,0,0,5,5,1.0,103,40,1,0,0,0.029,85.1,Sports & Outdoors,137.39,high,mid,S0105,0.0755,0.368,positive,positive,neutral,neutral,neutral
R00044014,P001802,U018696,2022-05-22,2022,5,5,positive,0,0,44,1,10,0,57,71,0.803,6,28,1,0,0,0.022,75.4,Sports & Outdoors,92.05,mid,budget,S0337,0.0632,1.0,positive,positive,neutral,positive,joy
R00044015,P000675,U037690,2023-06-11,2023,6,4,positive,1,0,26,1,4,0,42,51,0.824,17,9,0,0,0,0.071,61.8,Sports & Outdoors,44.46,low,mid,S0035,0.0684,0.478,neutral,positive,positive,positive,satisfaction
R00044016,P003587,U008441,2024-11-17,2024,11,1,negative,0,0,66,1,5,0,1,1,1.0,10,7,0,0,0,0.046,52.6,Home & Kitchen,79.11,mid,mid,S0182,0.029,-1.0,negative,negative,negative,negative,disgust
R00044017,P003267,U027509,2024-09-15,2024,9,1,negative,1,0,123,0,0,0,7,8,0.875,2,39,1,0,0,0.012,74.1,Clothing,41.83,low,premium,S0056,0.0252,-0.915,negative,negative,negative,neutral,frustration
R00044018,P003357,U014819,2021-10-29,2021,10,4,positive,1,0,90,1,3,0,10,11,0.909,44,35,1,0,0,0.062,67.2,Books,15.07,budget,budget,S0143,0.0772,0.606,neutral,positive,neutral,positive,satisfaction
R00044019,P000751,U035928,2024-04-19,2024,4,5,positive,0,0,123,0,0,0,1,1,1.0,12,17,0,0,0,0.065,19.0,Clothing,142.25,high,mid,S0079,0.0769,0.942,positive,positive,positive,neutral,joy
R00044020,P002697,U038456,2023-10-04,2023,10,5,positive,1,0,58,0,0,1,12,16,0.75,21,12,0,0,1,0.008,59.8,Toys & Games,28.51,low,budget,S0156,0.0402,1.0,positive,positive,positive,neutral,joy
R00044021,P004233,U021124,2021-02-16,2021,2,4,positive,1,0,131,1,9,4,2,2,1.0,11,37,1,0,0,0.018,58.8,Beauty,46.11,low,mid,S0043,0.0567,0.312,neutral,positive,positive,positive,satisfaction
R00044022,P003608,U031884,2024-07-23,2024,7,4,positive,1,0,79,0,0,3,1,1,1.0,12,33,1,0,0,0.074,86.5,Clothing,41.93,low,budget,S0184,0.0531,0.634,positive,neutral,neutral,neutral,neutral
R00044023,P002385,U018604,2020-11-11,2020,11,4,positive,1,0,130,1,9,0,1,1,1.0,17,33,1,0,0,0.059,74.9,Electronics,143.77,high,budget,S0493,0.0575,0.533,positive,neutral,neutral,neutral,neutral
R00044024,P003984,U032533,2024-02-04,2024,2,3,neutral,1,0,118,1,6,1,8,9,0.889,51,25,1,0,0,0.022,61.7,Clothing,35.79,low,mid,S0254,0.0725,0.029,positive,neutral,neutral,neutral,mild_disappointment
R00044025,P002121,U035669,2024-10-19,2024,10,2,negative,1,0,37,1,5,0,1,1,1.0,7,28,1,0,0,0.076,56.8,Clothing,59.68,mid,budget,S0142,0.0266,-0.563,negative,neutral,neutral,negative,frustration
R00044026,P003132,U003683,2024-11-22,2024,11,2,negative,1,0,74,1,11,4,28,29,0.966,30,46,1,0,0,0.037,80.5,Health,48.45,low,premium,S0306,0.0545,-0.645,negative,neutral,neutral,neutral,frustration
R00044027,P003545,U001923,2023-09-28,2023,9,2,negative,1,0,19,1,10,0,8,11,0.727,12,36,1,0,0,0.015,90.4,Clothing,92.05,mid,budget,S0147,0.0357,-0.37,negative,negative,neutral,neutral,frustration
R00044028,P004440,U030469,2022-06-01,2022,6,3,neutral,1,0,24,0,0,0,4,4,1.0,23,21,0,0,0,0.069,91.0,Clothing,65.9,mid,mid,S0371,0.0749,0.03,negative,neutral,neutral,neutral,neutral
R00044029,P001438,U023051,2024-06-23,2024,6,5,positive,0,1,106,1,10,5,8,8,1.0,19,15,0,0,7,0.378,67.4,Books,17.34,budget,premium,S0097,0.0487,0.946,positive,positive,positive,neutral,joy
R00044030,P003535,U017346,2021-11-07,2021,11,3,neutral,1,0,73,1,5,0,0,0,0.0,4,9,0,0,0,0.005,86.2,Beauty,16.17,budget,mid,S0150,0.0444,-0.192,neutral,neutral,neutral,neutral,mild_disappointment
R00044031,P001094,U029595,2023-07-21,2023,7,2,negative,1,0,104,1,11,0,77,87,0.885,16,29,1,0,0,0.019,84.1,Clothing,39.91,low,mid,S0009,0.0357,-0.495,negative,neutral,neutral,neutral,disappointment
R00044032,P002539,U027845,2023-03-08,2023,3,3,neutral,0,0,60,1,6,0,5,5,1.0,7,43,1,0,0,0.037,59.3,Electronics,117.8,high,mid,S0222,0.0404,-0.093,neutral,neutral,negative,neutral,neutral
R00044033,P002533,U025278,2022-09-04,2022,9,4,positive,1,0,28,0,0,0,12,14,0.857,28,42,1,0,0,0.015,53.4,Beauty,16.2,budget,premium,S0003,0.0472,0.609,positive,neutral,neutral,positive,satisfaction
R00044034,P004924,U003057,2024-06-25,2024,6,5,positive,1,1,85,0,0,0,8,10,0.8,15,39,1,0,4,0.375,71.2,Health,47.93,low,mid,S0269,0.0769,0.979,positive,positive,positive,positive,satisfaction
R00044035,P001330,U007037,2023-10-31,2023,10,5,positive,1,0,197,1,4,4,20,26,0.769,28,11,0,0,2,0.031,62.6,Electronics,342.41,premium,budget,S0409,0.0526,0.843,positive,positive,positive,positive,joy
R00044036,P001546,U036370,2024-08-12,2024,8,4,positive,1,0,31,1,4,2,0,0,0.0,1,20,0,0,0,0.047,76.8,Home & Kitchen,53.41,mid,mid,S0073,0.0503,0.435,neutral,positive,neutral,positive,satisfaction
R00044037,P002984,U024987,2024-08-29,2024,8,4,positive,1,0,32,1,6,0,11,12,0.917,6,32,1,0,0,0.068,60.5,Sports & Outdoors,35.16,low,mid,S0419,0.072,0.362,neutral,positive,neutral,neutral,mild_joy
R00044038,P000277,U001532,2022-02-01,2022,2,3,neutral,1,0,16,1,7,5,4,4,1.0,7,44,1,0,0,0.028,85.7,Clothing,26.61,low,budget,S0326,0.0561,0.096,neutral,neutral,neutral,positive,neutral
R00044039,P000450,U028509,2024-01-20,2024,1,5,positive,1,0,33,0,0,2,10,12,0.833,2,4,0,0,2,0.025,74.9,Sports & Outdoors,89.15,mid,budget,S0480,0.0928,1.0,positive,positive,positive,positive,delight
R00044040,P004872,U007242,2022-06-21,2022,6,3,neutral,1,0,91,1,10,0,6,7,0.857,5,21,0,0,0,0.022,60.9,Clothing,38.48,low,mid,S0180,0.0814,-0.004,neutral,positive,neutral,positive,mild_disappointment
R00044041,P000987,U037140,2024-11-27,2024,11,5,positive,1,0,25,1,3,0,2,2,1.0,10,28,1,0,0,0.007,55.2,Home & Kitchen,20.45,low,mid,S0357,0.0656,1.0,positive,positive,positive,positive,satisfaction
R00044042,P003030,U001235,2022-06-26,2022,6,4,positive,1,0,26,1,8,0,6,7,0.857,29,12,0,0,0,0.011,77.4,Home & Kitchen,27.95,low,mid,S0390,0.078,0.445,neutral,positive,neutral,neutral,satisfaction
R00044043,P002849,U001255,2023-03-05,2023,3,5,positive,1,0,97,1,10,0,4,4,1.0,11,23,0,0,1,0.058,75.2,Toys & Games,78.22,mid,mid,S0095,0.0519,0.879,neutral,positive,positive,positive,delight
R00044044,P003170,U011751,2023-09-28,2023,9,3,neutral,1,0,52,1,3,4,0,0,0.0,17,21,0,0,0,0.07,49.6,Sports & Outdoors,125.83,high,mid,S0112,0.0498,0.108,neutral,positive,neutral,positive,neutral
R00044045,P002294,U010180,2022-01-01,2022,1,3,neutral,1,0,37,1,8,0,3,3,1.0,21,30,1,0,0,0.022,43.9,Clothing,36.64,low,premium,S0206,0.0148,-0.065,negative,positive,neutral,neutral,neutral
R00044046,P004068,U018113,2021-02-03,2021,2,4,positive,0,0,52,1,5,0,1,1,1.0,17,5,0,0,0,0.005,72.9,Beauty,7.36,budget,mid,S0091,0.0386,0.439,neutral,positive,neutral,neutral,satisfaction
R00044047,P000454,U006121,2020-10-28,2020,10,5,positive,1,0,42,1,8,0,1,1,1.0,8,39,1,0,0,0.015,61.9,Electronics,221.98,high,mid,S0376,0.0475,0.858,positive,positive,positive,positive,joy
R00044048,P003912,U003278,2024-09-17,2024,9,3,neutral,0,0,63,1,5,5,10,12,0.833,18,4,0,0,0,0.039,67.6,Home & Kitchen,21.49,low,mid,S0417,0.0524,-0.054,neutral,negative,negative,negative,neutral
R00044049,P001225,U000565,2023-09-28,2023,9,3,neutral,1,0,21,1,3,0,4,5,0.8,16,26,1,0,0,0.04,71.3,Electronics,526.23,premium,mid,S0123,0.0743,-0.028,neutral,neutral,negative,neutral,neutral
R00044050,P002870,U021584,2023-09-12,2023,9,5,positive,1,0,32,1,8,0,9,10,0.9,2,20,0,0,1,0.04,73.6,Electronics,84.89,mid,mid,S0226,0.0379,0.825,positive,positive,neutral,positive,satisfaction
R00044051,P000681,U013529,2022-11-29,2022,11,3,neutral,1,0,53,1,11,1,16,19,0.842,17,12,0,0,0,0.028,87.0,Electronics,82.63,mid,mid,S0135,0.0431,0.081,neutral,neutral,negative,negative,mild_disappointment
R00044052,P000492,U034041,2023-02-19,2023,2,3,neutral,1,0,39,0,0,2,1,1,1.0,19,47,1,0,0,0.063,80.0,Sports & Outdoors,101.95,high,premium,S0351,0.0373,0.141,neutral,neutral,neutral,neutral,mild_disappointment
R00044053,P002990,U026335,2022-10-24,2022,10,2,negative,1,0,45,1,11,0,15,21,0.714,26,37,1,0,0,0.048,62.1,Sports & Outdoors,109.8,high,premium,S0396,0.0622,-0.654,negative,negative,negative,negative,disappointment
R00044054,P000566,U020499,2023-02-23,2023,2,4,positive,1,0,87,1,6,0,2,2,1.0,21,37,1,0,0,0.056,59.1,Beauty,56.22,mid,budget,S0279,0.0545,0.613,positive,positive,neutral,neutral,mild_joy
R00044055,P001076,U027089,2023-07-27,2023,7,3,neutral,1,0,295,0,0,0,4,5,0.8,9,23,0,0,0,0.072,74.8,Clothing,39.75,low,budget,S0494,0.0446,0.078,neutral,negative,neutral,neutral,mild_disappointment
R00044056,P000886,U020079,2022-12-01,2022,12,5,positive,1,0,33,1,7,0,20,23,0.87,21,28,1,0,2,0.069,77.8,Home & Kitchen,44.65,low,budget,S0449,0.0656,1.0,positive,positive,positive,positive,joy
R00044057,P003510,U034285,2021-10-27,2021,10,4,positive,1,1,72,1,10,0,23,29,0.793,27,17,0,0,7,0.106,53.9,Clothing,58.89,mid,budget,S0002,0.0576,0.523,neutral,neutral,positive,neutral,satisfaction
R00044058,P003972,U034386,2024-07-20,2024,7,5,positive,1,0,32,1,6,0,4,6,0.667,19,37,1,0,2,0.047,54.6,Electronics,387.85,premium,mid,S0343,0.0602,1.0,positive,positive,positive,positive,joy
R00044059,P001066,U031929,2022-10-01,2022,10,3,neutral,1,0,107,0,0,0,10,12,0.833,9,27,1,0,0,0.068,74.5,Automotive,156.38,high,mid,S0003,0.0472,0.109,neutral,neutral,neutral,neutral,mild_disappointment
R00044060,P003565,U017187,2024-12-10,2024,12,3,neutral,0,0,36,1,6,0,14,15,0.933,7,27,1,0,0,0.053,86.9,Automotive,87.86,mid,budget,S0379,0.0448,-0.137,neutral,neutral,neutral,neutral,mild_disappointment
R00044061,P002977,U017174,2023-10-07,2023,10,1,negative,1,0,51,0,0,0,14,15,0.933,10,8,0,0,0,0.003,94.0,Sports & Outdoors,41.64,low,budget,S0080,0.0684,-1.0,negative,negative,negative,negative,frustration
R00044062,P001124,U020532,2023-06-07,2023,6,4,positive,0,0,25,1,3,0,3,4,0.75,14,43,1,0,0,0.003,93.9,Electronics,310.69,premium,budget,S0048,0.0576,0.386,positive,neutral,positive,positive,neutral
R00044063,P004280,U028288,2023-01-24,2023,1,2,negative,1,0,28,1,3,5,2,2,1.0,3,9,0,0,0,0.033,73.3,Beauty,19.25,budget,mid,S0463,0.078,-0.494,neutral,negative,negative,negative,frustration
R00044064,P002542,U016183,2024-12-29,2024,12,1,negative,0,0,39,1,3,0,12,13,0.923,8,14,0,0,0,0.034,63.6,Home & Kitchen,62.55,mid,mid,S0045,0.0561,-0.992,neutral,neutral,negative,negative,anger
R00044065,P001738,U010419,2023-09-27,2023,9,4,positive,1,0,43,0,0,4,2,2,1.0,9,33,1,0,0,0.051,79.8,Clothing,47.26,low,budget,S0048,0.0576,0.486,positive,neutral,neutral,positive,neutral
R00044066,P002812,U017676,2020-03-10,2020,3,4,positive,0,0,39,1,9,0,2,2,1.0,4,38,1,0,0,0.04,57.7,Health,44.07,low,mid,S0279,0.0545,0.561,positive,positive,neutral,neutral,satisfaction
R00044067,P003884,U009162,2024-04-27,2024,4,5,positive,1,0,24,1,8,0,0,0,0.0,13,6,0,0,1,0.02,61.0,Home & Kitchen,105.85,high,mid,S0071,0.0766,1.0,positive,positive,positive,positive,satisfaction
R00044068,P000825,U009003,2020-06-27,2020,6,2,negative,1,0,18,1,11,0,9,11,0.818,80,7,0,0,0,0.039,60.6,Toys & Games,32.39,low,mid,S0051,0.0539,-0.52,neutral,positive,negative,negative,frustration
R00044069,P000483,U037071,2024-10-16,2024,10,3,neutral,1,0,34,1,6,0,11,13,0.846,24,26,1,0,0,0.036,75.5,Sports & Outdoors,70.6,mid,budget,S0361,0.0261,0.021,neutral,neutral,neutral,neutral,neutral
R00044070,P000289,U026896,2024-04-22,2024,4,4,positive,1,0,17,0,0,5,3,4,0.75,21,34,1,0,0,0.011,61.6,Books,9.31,budget,budget,S0218,0.0686,0.494,neutral,neutral,neutral,neutral,neutral
R00044071,P000514,U006595,2024-11-11,2024,11,5,positive,1,1,69,1,3,0,3,3,1.0,18,35,1,0,3,0.18,84.6,Clothing,17.04,budget,budget,S0047,0.0388,1.0,positive,positive,positive,positive,satisfaction
R00044072,P004967,U030152,2020-12-19,2020,12,4,positive,1,0,100,1,4,0,2,2,1.0,26,15,0,0,0,0.076,54.1,Home & Kitchen,86.11,mid,budget,S0463,0.078,0.533,neutral,positive,positive,positive,satisfaction
R00044073,P003515,U013631,2023-06-08,2023,6,4,positive,1,0,43,1,8,0,5,6,0.833,4,32,1,0,0,0.052,89.6,Food & Grocery,10.97,budget,budget,S0134,0.0596,0.581,positive,positive,neutral,positive,mild_joy
R00044074,P003346,U035941,2022-05-05,2022,5,4,positive,1,0,125,0,0,0,94,104,0.904,8,29,1,0,0,0.073,43.5,Beauty,48.22,low,premium,S0367,0.0321,0.431,positive,positive,positive,neutral,neutral
R00044075,P002832,U013170,2023-06-15,2023,6,3,neutral,1,0,103,1,9,0,9,13,0.692,15,43,1,0,0,0.048,91.8,Home & Kitchen,39.22,low,mid,S0093,0.032,-0.224,neutral,neutral,neutral,neutral,neutral
R00044076,P001798,U025608,2024-04-22,2024,4,1,negative,1,0,73,1,5,0,7,8,0.875,21,49,1,0,0,0.045,58.4,Clothing,41.44,low,mid,S0340,0.0423,-1.0,negative,neutral,negative,neutral,anger
R00044077,P000957,U038119,2022-04-01,2022,4,3,neutral,1,0,23,1,7,0,2,3,0.667,16,10,0,0,0,0.021,52.6,Toys & Games,9.76,budget,mid,S0011,0.0661,-0.058,neutral,neutral,positive,neutral,mild_disappointment
R00044078,P000235,U019169,2024-02-07,2024,2,4,positive,0,0,80,0,0,0,17,22,0.773,20,13,0,0,0,0.031,73.1,Food & Grocery,35.45,low,mid,S0333,0.0563,0.73,positive,positive,neutral,neutral,neutral
R00044079,P003067,U029097,2023-01-15,2023,1,5,positive,0,0,104,1,4,0,16,20,0.8,16,18,0,0,1,0.02,47.3,Home & Kitchen,23.11,low,budget,S0293,0.0485,0.917,positive,positive,positive,positive,satisfaction
