product_id,category,price_usd,true_quality,seller_id,is_prime,num_images,bullet_points,has_video,brand_tier,days_on_platform,total_reviews,avg_rating
P002534,Electronics,139.48,3.89,S0048,0,3,4,1,budget,281,30,3.54
P002535,Food & Grocery,38.29,3.94,S0026,1,6,4,1,premium,1505,35,3.17
P002536,Sports & Outdoors,22.74,2.98,S0171,0,7,5,1,budget,204,33,3.31
P002537,Toys & Games,14.48,2.4,S0420,0,6,4,0,budget,330,42,2.31
P002538,Home & Kitchen,47.96,3.27,S0341,1,1,5,0,budget,455,17,2.81
P002539,Electronics,117.8,2.42,S0222,0,0,6,0,mid,516,27,1.96
P002540,Books,15.09,1.98,S0472,0,7,5,0,budget,39,17,1.74
P002541,Books,8.43,3.04,S0244,0,1,3,0,mid,1727,5,2.7
P002542,Home & Kitchen,62.55,2.05,S0045,0,1,6,0,mid,1051,135,2.03
P002543,Clothing,41.15,1.49,S0010,1,4,7,0,budget,896,11,1.28
P002544,Clothing,62.56,4.55,S0254,0,1,4,1,mid,268,226,3.99
P002545,Books,20.3,2.7,S0113,0,5,3,0,budget,1151,13,2.49
P002546,Home & Kitchen,62.26,3.71,S0187,0,6,5,0,budget,195,6,3.22
P002547,Automotive,31.49,4.04,S0155,1,2,3,0,budget,512,338,3.62
P002548,Electronics,248.62,4.39,S0200,1,3,4,0,budget,1026,5,4.38
P002549,Clothing,36.9,2.63,S0482,1,7,6,0,budget,1769,2,2.24
P002550,Clothing,40.72,4.11,S0035,1,7,4,0,budget,1078,5,3.66
P002551,Books,33.76,4.67,S0055,0,0,4,0,budget,876,28,3.97
P002552,Books,11.69,4.47,S0145,0,5,4,0,premium,1198,6,4.35
P002553,Sports & Outdoors,146.22,2.81,S0372,0,0,6,0,premium,1326,16,2.02
P002554,Food & Grocery,52.34,4.57,S0127,1,1,7,1,premium,921,2,3.86
P002555,Clothing,70.69,4.45,S0125,0,5,7,0,budget,630,122,4.22
P002556,Beauty,15.55,4.06,S0360,1,0,3,1,budget,1595,54,3.61
P002557,Electronics,49.83,2.93,S0301,1,1,6,0,mid,569,7,2.9
P002558,Clothing,85.97,3.4,S0321,1,3,4,0,mid,251,2,3.0
P002559,Home & Kitchen,58.8,4.3,S0330,0,3,7,1,budget,547,11,3.67
P002560,Electronics,118.3,4.37,S0319,0,4,5,0,mid,1421,72,3.9
P002561,Sports & Outdoors,131.44,4.02,S0278,0,7,7,0,premium,165,120,3.23
P002562,Beauty,16.7,2.37,S0260,1,3,5,1,budget,757,24,1.89
P002563,Beauty,21.71,4.25,S0384,1,2,4,0,premium,102,18,4.1
P002564,Books,24.66,2.62,S0172,0,1,7,0,budget,1629,16,2.28
P002565,Sports & Outdoors,33.32,1.46,S0162,0,7,4,0,mid,616,47,1.3
P002566,Home & Kitchen,51.5,2.92,S0122,0,1,6,0,budget,445,95,2.67
P002567,Electronics,355.61,2.48,S0416,1,0,3,0,mid,1257,27,1.76
P002568,Electronics,209.98,3.71,S0006,1,4,6,0,budget,1707,21,2.87
P002569,Sports & Outdoors,137.39,3.71,S0105,0,5,7,0,mid,123,84,3.45
P002570,Automotive,148.06,4.12,S0074,1,0,4,1,budget,1564,198,3.58
P002571,Electronics,185.86,1.89,S0187,1,5,7,1,mid,724,23,1.63
P002572,Books,4.43,2.84,S0110,0,3,3,0,mid,336,36,2.74
P002573,Beauty,14.42,2.76,S0253,0,6,3,1,budget,159,13,2.2
P002574,Toys & Games,50.59,3.37,S0488,0,0,4,0,mid,799,36,2.86
P002575,Books,7.1,2.15,S0214,1,7,4,0,premium,457,10,1.83
P002576,Sports & Outdoors,53.43,2.71,S0486,0,6,6,0,premium,460,182,2.54
P002577,Beauty,34.31,4.53,S0155,1,5,7,0,premium,360,95,3.97
P002578,Health,91.77,3.25,S0384,0,4,3,0,budget,281,266,2.74
P002579,Electronics,131.02,3.71,S0070,1,5,6,0,mid,1421,16,3.85
P002580,Food & Grocery,14.95,3.95,S0306,1,1,7,1,mid,716,397,3.57
P002581,Electronics,179.27,4.19,S0376,1,7,5,0,premium,1448,44,3.97
P002582,Toys & Games,39.5,4.67,S0335,1,6,7,0,budget,977,28,3.66
P002583,Electronics,168.65,2.33,S0469,1,6,3,0,premium,169,149,1.71
P002584,Clothing,84.46,3.7,S0301,1,3,6,0,mid,740,9,3.51
P002585,Electronics,114.53,4.32,S0294,0,1,5,0,mid,183,34,3.82
P002586,Home & Kitchen,59.11,3.19,S0324,1,4,5,0,mid,617,27,2.76
P002587,Clothing,58.78,4.29,S0177,1,4,6,0,budget,1487,54,3.58
P002588,Electronics,145.51,4.63,S0110,0,2,6,0,budget,610,19,4.46
P002589,Home & Kitchen,91.03,4.31,S0453,0,7,5,0,budget,451,17,4.08
P002590,Home & Kitchen,60.14,4.32,S0489,1,3,4,0,mid,315,20,3.87
P002591,Toys & Games,51.37,3.53,S0466,1,7,4,0,mid,265,23,3.25
P002592,Health,42.69,3.14,S0379,1,7,7,0,mid,424,36,2.73
P002593,Sports & Outdoors,81.47,2.05,S0112,1,0,5,1,mid,1639,155,1.64
P002594,Electronics,126.59,3.26,S0118,1,1,4,0,mid,967,2,2.78
P002595,Clothing,30.82,3.08,S0155,0,3,5,0,budget,1415,83,3.0
P002596,Food & Grocery,45.86,3.68,S0257,1,4,6,0,budget,311,18,3.19
P002597,Electronics,270.88,3.71,S0118,1,0,3,0,mid,1107,26,3.36
P002598,Home & Kitchen,29.77,2.82,S0395,0,1,3,0,mid,1498,8,2.41
P002599,Food & Grocery,24.52,4.77,S0043,1,6,5,0,premium,1403,35,4.57
P002600,Food & Grocery,5.3,2.02,S0456,0,3,6,0,premium,1333,20,1.62
P002601,Home & Kitchen,38.98,2.83,S0227,1,4,5,0,mid,1360,25,3.01
P002602,Sports & Outdoors,115.7,2.37,S0192,0,4,4,1,budget,1780,66,1.96
P002603,Home & Kitchen,51.02,4.45,S0226,1,7,6,0,mid,715,70,3.83
P002604,Beauty,30.05,3.94,S0242,1,0,3,1,budget,590,181,4.15
P002605,Electronics,30.28,4.01,S0276,1,4,6,1,mid,196,16,3.29
P002606,Electronics,146.2,4.75,S0155,0,0,5,0,premium,352,75,4.26
P002607,Sports & Outdoors,79.63,3.53,S0153,1,0,4,0,premium,744,70,3.48
P002608,Clothing,59.49,4.33,S0189,1,3,3,0,premium,163,36,3.43
P002609,Sports & Outdoors,115.79,4.25,S0079,0,7,6,0,budget,1370,250,3.9
P002610,Home & Kitchen,48.48,3.37,S0114,1,3,3,1,mid,649,15,2.57
P002611,Health,34.4,4.3,S0210,1,5,5,0,mid,602,39,3.88
P002612,Toys & Games,14.39,4.31,S0015,0,7,7,0,budget,1660,47,4.49
P002613,Books,15.92,3.99,S0210,1,0,6,1,mid,135,7,2.89
P002614,Toys & Games,15.01,3.31,S0209,1,5,3,0,budget,1076,151,2.96
P002615,Clothing,14.85,2.69,S0002,0,7,7,1,premium,1090,29,2.28
P002616,Books,9.39,4.11,S0236,1,7,6,0,mid,1726,55,3.4
P002617,Clothing,111.26,3.28,S0331,0,5,7,0,budget,754,220,2.49
P002618,Health,32.31,4.83,S0390,1,7,3,0,premium,1647,42,4.68
P002619,Toys & Games,36.51,3.29,S0194,1,4,7,0,mid,1226,34,3.02
P002620,Health,27.92,3.93,S0262,1,0,6,0,mid,702,35,2.98
P002621,Health,12.98,4.28,S0040,0,7,7,0,premium,966,9,3.57
P002622,Food & Grocery,38.58,3.66,S0164,1,7,7,0,mid,805,20,3.13
P002623,Clothing,12.22,3.05,S0332,1,1,7,0,mid,1096,27,2.27
P002624,Food & Grocery,15.77,4.2,S0232,1,7,5,1,mid,559,37,3.81
P002625,Books,17.42,3.78,S0478,1,5,7,0,premium,614,173,3.48
P002626,Home & Kitchen,63.16,4.14,S0399,1,3,7,0,mid,1343,100,3.8
P002627,Books,11.64,3.15,S0454,0,6,7,0,mid,1767,16,3.44
P002628,Home & Kitchen,18.26,2.75,S0241,0,5,6,0,premium,1037,32,2.19
P002629,Clothing,27.83,2.51,S0039,1,6,7,0,budget,612,177,2.12
P002630,Clothing,28.71,3.55,S0278,1,2,5,1,mid,142,4,3.04
P002631,Electronics,116.34,4.73,S0473,1,3,5,0,premium,1691,25,4.51
P002632,Books,32.21,3.84,S0087,1,0,3,0,budget,1656,6,3.68
P002633,Health,18.35,3.02,S0481,1,7,5,0,mid,396,621,2.38
P002634,Sports & Outdoors,77.86,2.66,S0004,0,2,7,1,premium,1420,83,2.83
P002635,Books,19.79,2.88,S0308,1,1,3,0,mid,1228,18,2.32
P002636,Home & Kitchen,97.87,3.52,S0465,1,0,7,0,budget,1681,31,3.42
P002637,Home & Kitchen,50.78,3.57,S0106,0,3,6,0,budget,921,12,3.45
P002638,Clothing,72.34,3.94,S0134,1,3,3,0,budget,471,361,3.67
P002639,Toys & Games,28.86,2.21,S0404,0,6,4,1,mid,635,2,1.89
P002640,Clothing,58.4,3.47,S0174,0,5,3,0,mid,1362,49,3.03
P002641,Beauty,11.36,1.74,S0328,1,6,6,1,mid,387,30,1.71
P002642,Beauty,5.75,2.84,S0058,0,0,4,0,mid,1151,9,2.71
P002643,Books,22.58,3.09,S0337,1,0,3,0,mid,1493,24,2.99
P002644,Health,49.22,2.83,S0257,1,1,3,1,mid,248,4,2.76
P002645,Clothing,59.86,4.26,S0251,0,3,5,0,premium,964,217,3.94
P002646,Health,27.73,3.01,S0369,0,0,4,0,premium,489,34,3.13
P002647,Beauty,68.45,3.99,S0224,1,6,7,1,mid,911,99,3.41
P002648,Toys & Games,24.28,2.06,S0344,1,7,7,0,budget,369,18,1.87
P002649,Sports & Outdoors,83.67,3.57,S0214,0,3,4,0,premium,595,166,3.05
P002650,Health,54.29,3.5,S0428,0,6,7,1,premium,301,34,3.88
P002651,Automotive,210.34,2.5,S0278,1,1,3,0,premium,730,120,2.48
P002652,Home & Kitchen,45.47,4.54,S0144,1,0,5,0,mid,1179,65,4.39
P002653,Toys & Games,21.62,3.36,S0440,0,7,5,0,budget,569,31,3.16
P002654,Beauty,11.4,3.44,S0158,0,6,4,0,mid,1562,109,3.08
P002655,Home & Kitchen,139.6,3.54,S0472,1,6,6,0,budget,1101,5026,3.99
P002656,Food & Grocery,28.33,3.7,S0483,1,6,5,0,mid,1778,8,3.69
P002657,Home & Kitchen,72.18,2.42,S0279,1,5,7,0,mid,1225,28,2.08
P002658,Books,116.79,2.57,S0229,0,6,7,0,premium,410,7,2.23
P002659,Electronics,224.84,4.03,S0133,0,7,7,0,mid,1033,54,3.69
P002660,Clothing,20.6,3.27,S0418,0,7,6,1,mid,1223,43,2.78
P002661,Health,33.79,4.95,S0135,0,7,4,0,mid,870,340,4.35
P002662,Home & Kitchen,30.64,4.76,S0306,1,3,7,1,budget,168,24,3.83
P002663,Home & Kitchen,43.37,3.62,S0403,0,6,4,1,budget,349,103,2.54
P002664,Clothing,35.34,3.82,S0091,0,1,6,1,mid,453,2,4.03
P002665,Books,12.66,4.65,S0087,0,2,5,0,budget,761,39,4.03
P002666,Toys & Games,13.87,4.08,S0479,0,6,5,1,budget,1529,11,3.58
P002667,Health,98.8,3.62,S0494,0,2,7,0,mid,74,67,3.28
P002668,Electronics,221.33,2.94,S0163,1,6,3,0,budget,1696,131,2.85
P002669,Books,15.72,4.32,S0117,1,3,7,0,budget,966,16,4.12
P002670,Home & Kitchen,86.65,1.77,S0321,1,2,7,0,mid,1748,63,1.9
P002671,Sports & Outdoors,86.23,3.58,S0292,1,3,5,0,premium,1235,21,3.39
P002672,Home & Kitchen,64.89,4.79,S0128,0,4,6,1,budget,852,35,4.23
P002673,Home & Kitchen,82.96,3.2,S0108,1,0,4,0,mid,236,54,3.26
P002674,Home & Kitchen,59.6,4.68,S0288,1,4,6,1,mid,1332,9,4.16
P002675,Sports & Outdoors,97.18,4.57,S0138,1,0,3,1,mid,1107,9,4.42
P002676,Books,28.28,3.29,S0271,1,3,6,0,mid,683,93,2.5
P002677,Home & Kitchen,60.64,3.62,S0344,1,2,6,0,mid,1475,14,3.65
P002678,Toys & Games,28.04,2.55,S0131,1,4,4,0,premium,1270,153,2.03
P002679,Beauty,70.14,3.71,S0286,1,6,7,0,budget,540,3,2.9
P002680,Home & Kitchen,41.29,4.7,S0495,1,0,4,0,premium,299,101,3.84
P002681,Toys & Games,40.47,4.13,S0269,0,0,5,0,budget,1196,33,3.78
P002682,Health,48.71,3.54,S0071,0,3,7,1,premium,246,29,3.87
P002683,Electronics,128.33,3.64,S0368,1,6,3,1,mid,959,39,3.22
P002684,Sports & Outdoors,40.03,2.45,S0222,0,2,5,0,mid,1771,5,2.17
P002685,Clothing,36.39,4.07,S0359,1,6,6,0,mid,1343,127,3.89
P002686,Beauty,20.84,3.92,S0016,0,0,3,0,mid,581,19,3.36
P002687,Clothing,18.76,4.22,S0356,0,2,5,1,budget,1730,12,3.75
P002688,Beauty,18.94,2.86,S0342,0,4,6,0,mid,1617,444,2.47
P002689,Clothing,52.79,2.47,S0002,1,5,7,1,mid,899,21,2.81
P002690,Books,38.47,2.99,S0232,1,2,4,0,mid,70,11,2.71
P002691,Food & Grocery,30.68,2.94,S0235,0,7,7,0,mid,1606,87,2.87
P002692,Home & Kitchen,11.56,1.79,S0281,0,3,6,0,budget,1501,45,1.4
P002693,Health,55.83,3.29,S0309,0,5,5,0,premium,1757,111,2.62
P002694,Automotive,53.66,2.8,S0350,1,0,5,1,mid,1687,36,2.72
P002695,Health,49.87,4.67,S0457,0,7,7,0,mid,901,104,4.28
P002696,Electronics,183.44,2.56,S0383,0,4,6,0,premium,57,388,2.61
P002697,Toys & Games,28.51,3.65,S0156,0,3,5,0,budget,729,13,3.02
P002698,Electronics,173.99,4.34,S0483,0,2,7,1,budget,718,19,3.88
P002699,Home & Kitchen,54.26,3.15,S0240,1,4,6,0,premium,562,4,2.45
P002700,Health,85.13,2.5,S0432,1,0,4,0,mid,1460,52,2.1
P002701,Beauty,27.67,4.28,S0243,0,3,6,0,mid,1462,38,3.42
P002702,Books,34.53,4.09,S0162,0,6,7,0,budget,37,150,3.6
P002703,Home & Kitchen,96.67,2.75,S0362,1,6,6,0,mid,1647,31,2.87
P002704,Toys & Games,47.75,2.24,S0364,1,5,6,0,mid,569,29,1.76
P002705,Beauty,9.59,2.6,S0061,0,2,6,0,mid,341,41,2.08
P002706,Home & Kitchen,107.48,3.36,S0038,1,4,7,1,premium,487,25,2.97
P002707,Health,28.87,4.05,S0379,0,1,3,0,budget,141,51,3.59
P002708,Clothing,69.14,2.73,S0069,0,4,7,0,mid,266,43,2.69
P002709,Electronics,103.22,4.85,S0230,1,1,7,0,budget,550,63,3.98
P002710,Sports & Outdoors,31.92,3.72,S0230,0,2,3,0,mid,185,25,2.6
P002711,Automotive,245.51,2.95,S0220,1,5,6,0,premium,335,64,2.67
P002712,Clothing,25.34,3.18,S0230,1,0,5,0,budget,470,69,3.37
P002713,Clothing,89.51,3.58,S0476,0,2,4,0,mid,1387,22,3.16
P002714,Electronics,198.62,3.23,S0253,1,2,3,0,budget,383,30,3.03
P002715,Health,29.53,1.44,S0434,1,7,4,0,mid,1656,26,1.27
P002716,Clothing,43.81,3.01,S0238,0,6,6,0,budget,1754,7,2.93
P002717,Books,8.25,2.77,S0236,1,2,5,1,mid,626,18,2.4
P002718,Automotive,74.38,3.9,S0321,1,4,3,0,premium,69,82,3.49
P002719,Electronics,96.61,3.07,S0117,1,1,4,0,budget,541,91,3.25
P002720,Books,14.2,2.72,S0478,1,6,3,0,budget,259,49,2.79
P002721,Books,31.36,2.94,S0466,1,2,4,0,budget,86,9,2.44
P002722,Toys & Games,37.27,2.51,S0087,0,7,7,0,mid,1458,107,2.06
P002723,Home & Kitchen,22.6,4.15,S0074,1,7,6,1,budget,223,305,3.56
P002724,Home & Kitchen,91.67,2.83,S0179,1,1,7,0,premium,1379,67,2.21
P002725,Electronics,184.21,2.77,S0096,0,3,3,1,mid,1211,33,2.33
P002726,Beauty,20.22,4.34,S0038,1,7,6,0,mid,858,11,3.87
P002727,Toys & Games,50.09,3.61,S0405,1,0,4,0,budget,595,32,3.02
P002728,Electronics,167.34,3.76,S0100,0,5,5,0,mid,711,18,3.54
P002729,Home & Kitchen,27.33,4.01,S0185,0,4,7,0,premium,578,26,3.11
P002730,Health,115.15,1.58,S0494,1,4,7,0,mid,643,155,1.07
P002731,Electronics,183.09,4.56,S0200,1,4,6,0,mid,505,95,4.3
P002732,Clothing,42.86,4.51,S0020,0,4,7,0,mid,1753,21,4.63
P002733,Books,14.12,4.32,S0122,0,2,5,0,premium,1655,36,3.96
P002734,Clothing,91.34,3.6,S0107,1,3,3,0,mid,1564,32,2.99
P002735,Clothing,32.84,3.19,S0279,1,7,7,0,premium,1515,19,2.54
P002736,Home & Kitchen,21.77,4.25,S0214,1,0,3,1,budget,493,6,3.71
P002737,Clothing,29.95,3.88,S0039,0,1,4,0,mid,1564,89,3.87
P002738,Books,39.9,3.34,S0147,0,0,7,1,mid,846,136,3.16
P002739,Beauty,46.13,4.22,S0235,1,5,7,0,mid,319,15,3.43
P002740,Books,15.45,3.34,S0273,1,2,3,0,budget,1350,15,3.11
P002741,Electronics,421.71,3.45,S0209,0,0,7,0,mid,1736,98,3.54
P002742,Health,59.52,4.7,S0496,1,1,6,0,budget,1489,14,4.58
P002743,Electronics,157.65,3.98,S0246,0,2,3,1,mid,63,6,3.98
P002744,Toys & Games,28.97,2.76,S0352,0,0,5,0,budget,245,19,2.72
P002745,Home & Kitchen,67.02,2.53,S0286,0,6,4,0,mid,263,168,1.89
P002746,Toys & Games,19.43,4.31,S0203,1,0,5,0,mid,1721,17,3.64
P002747,Clothing,45.12,2.7,S0015,0,7,3,0,budget,968,15,2.95
P002748,Clothing,54.15,4.42,S0342,1,7,3,1,mid,1480,18,3.88
P002749,Books,6.54,3.28,S0430,0,7,6,0,budget,271,8,2.38
P002750,Electronics,165.14,1.93,S0437,1,1,6,0,mid,921,6,1.92
P002751,Clothing,37.52,3.92,S0397,1,1,3,0,premium,689,24,3.85
P002752,Beauty,51.89,3.74,S0115,1,7,6,0,premium,916,6,3.34
P002753,Toys & Games,10.58,3.48,S0226,0,4,5,1,mid,1215,20,3.3
P002754,Electronics,147.15,4.32,S0359,1,4,7,0,mid,927,45,3.64
P002755,Health,28.46,1.6,S0366,1,6,5,0,mid,159,52,1.3
P002756,Toys & Games,56.93,4.01,S0307,0,1,5,0,mid,1473,27,3.07
P002757,Health,37.02,4.04,S0025,1,3,3,0,budget,1637,7,3.31
P002758,Beauty,82.26,3.76,S0367,1,1,7,0,budget,997,20,3.82
P002759,Beauty,41.66,3.72,S0283,1,6,6,0,premium,353,50,2.35
P002760,Books,14.07,3.28,S0043,0,1,3,0,budget,1468,69,2.84
P002761,Sports & Outdoors,75.05,2.64,S0270,0,1,3,0,budget,1090,23,2.22
P002762,Food & Grocery,17.79,2.51,S0367,0,2,4,0,budget,1558,14,2.44
P002763,Electronics,309.82,4.32,S0468,0,4,5,0,budget,1119,36,3.25
P002764,Clothing,20.23,3.13,S0395,0,1,7,0,budget,1273,21,2.59
P002765,Electronics,112.86,2.58,S0131,1,7,6,0,mid,1418,9,2.15
P002766,Food & Grocery,28.92,1.95,S0344,1,6,3,0,mid,112,47,1.88
P002767,Home & Kitchen,114.75,2.75,S0338,0,7,3,0,premium,462,33,2.47
P002768,Beauty,7.47,2.87,S0099,0,2,4,0,mid,822,8,2.09
P002769,Health,86.68,3.16,S0415,1,3,3,0,premium,1282,15,2.74
P002770,Automotive,68.95,4.28,S0081,0,4,3,0,mid,482,26,3.62
P002771,Electronics,59.74,2.09,S0376,1,7,3,0,budget,825,5,2.02
P002772,Toys & Games,5.28,4.77,S0370,1,4,6,0,premium,106,13,4.22
P002773,Health,15.18,3.53,S0481,1,3,6,0,mid,1149,70,3.7
P002774,Electronics,182.83,4.28,S0324,0,5,6,0,mid,1178,18,3.65
P002775,Beauty,26.91,3.66,S0037,1,1,3,0,budget,999,12,3.12
P002776,Home & Kitchen,80.42,4.43,S0492,1,7,7,1,mid,937,121,3.83
P002777,Sports & Outdoors,46.74,4.17,S0192,1,5,4,1,budget,1797,50,3.7
P002778,Books,9.26,3.17,S0228,0,3,3,0,budget,138,76,3.11
P002779,Clothing,35.12,3.48,S0434,1,0,3,0,mid,1285,12,3.0
P002780,Electronics,188.77,4.7,S0115,1,2,4,0,premium,1130,23,4.11
P002781,Electronics,212.47,3.73,S0332,0,4,3,1,premium,827,32,3.46
P002782,Electronics,115.22,3.69,S0385,0,7,4,0,premium,366,43,3.04
P002783,Sports & Outdoors,111.64,3.61,S0265,1,3,6,0,premium,1684,514,3.44
P002784,Home & Kitchen,37.88,2.47,S0375,1,7,7,0,premium,1688,36,2.11
P002785,Clothing,26.7,3.16,S0357,0,4,3,0,mid,631,121,2.57
P002786,Beauty,20.22,4.77,S0262,1,6,5,0,mid,1263,515,3.74
P002787,Beauty,53.36,3.16,S0046,1,0,4,0,budget,221,259,2.51
P002788,Books,16.62,3.99,S0374,1,6,4,1,premium,36,40,3.53
P002789,Food & Grocery,14.5,4.77,S0395,0,1,6,0,mid,1740,131,4.27
P002790,Home & Kitchen,95.87,2.7,S0156,0,3,4,0,budget,1572,38,2.34
P002791,Toys & Games,115.74,4.24,S0410,1,2,5,0,mid,45,31,3.37
P002792,Electronics,209.8,3.78,S0108,1,4,4,0,premium,145,90,3.34
P002793,Beauty,58.7,3.44,S0086,1,4,4,1,mid,297,95,2.63
P002794,Automotive,139.65,3.25,S0064,0,2,6,1,budget,50,60,2.54
P002795,Health,26.42,2.95,S0277,0,0,4,0,mid,690,27,2.98
P002796,Books,18.29,2.69,S0146,1,4,5,0,mid,729,18,2.38
P002797,Sports & Outdoors,30.11,2.76,S0348,0,3,6,0,mid,1202,7,2.61
P002798,Home & Kitchen,48.64,2.55,S0328,1,6,6,0,budget,305,40,2.72
P002799,Beauty,19.23,3.43,S0214,1,5,6,0,mid,1583,43,3.06
P002800,Toys & Games,25.13,2.03,S0130,1,2,5,0,mid,1477,89,2.11
P002801,Automotive,47.83,3.67,S0458,0,0,5,0,budget,1269,5,3.41
P002802,Books,15.15,4.17,S0442,0,4,3,1,budget,1702,37,3.53
P002803,Electronics,254.6,3.61,S0174,1,6,6,0,mid,369,25,3.2
P002804,Sports & Outdoors,60.5,2.91,S0125,1,6,6,0,mid,1416,30,2.38
P002805,Electronics,60.44,4.88,S0402,0,2,5,0,premium,802,147,4.57
P002806,Clothing,28.76,4.42,S0343,1,1,6,0,premium,681,154,4.27
P002807,Clothing,18.08,2.88,S0229,1,0,6,0,mid,1233,112,2.17
P002808,Beauty,32.42,3.34,S0264,0,4,3,0,mid,547,37,2.73
P002809,Clothing,60.86,2.32,S0363,0,2,4,0,budget,62,26,1.97
P002810,Electronics,215.79,4.4,S0106,1,6,6,0,mid,636,140,3.71
P002811,Electronics,115.34,4.68,S0499,1,4,3,0,mid,1410,257,4.13
P002812,Health,44.07,4.13,S0279,0,0,7,0,mid,183,225,3.82
P002813,Beauty,21.12,3.6,S0064,1,5,4,0,premium,1541,59,3.62
P002814,Electronics,93.45,2.16,S0478,0,2,6,0,budget,1629,34,1.78
P002815,Electronics,288.74,4.56,S0499,0,6,5,0,mid,867,75,3.93
P002816,Books,29.41,4.05,S0473,0,0,6,0,mid,461,81,3.75
P002817,Clothing,79.52,3.53,S0350,1,2,4,1,mid,1467,20,3.15
P002818,Sports & Outdoors,45.12,1.96,S0146,0,0,6,0,budget,472,26,1.29
P002819,Home & Kitchen,111.6,2.13,S0266,0,5,3,0,mid,398,1282,1.65
P002820,Food & Grocery,16.36,4.53,S0269,0,3,4,0,budget,1297,20,3.96
P002821,Clothing,66.6,3.92,S0255,1,4,3,1,mid,593,92,3.75
P002822,Beauty,20.61,3.33,S0076,0,5,3,0,premium,1123,17,3.32
P002823,Electronics,161.74,3.46,S0156,1,7,3,0,mid,434,28,2.78
P002824,Food & Grocery,5.15,3.56,S0235,1,3,5,0,budget,1727,10,2.96
P002825,Automotive,62.57,3.14,S0265,1,4,3,0,premium,421,10,3.07
P002826,Beauty,29.57,2.48,S0161,1,4,4,0,budget,1766,69,2.08
P002827,Home & Kitchen,43.0,3.57,S0366,1,7,5,0,budget,1371,60,3.31
P002828,Clothing,129.07,3.99,S0465,0,1,6,0,premium,768,301,3.52
P002829,Toys & Games,15.93,2.06,S0234,1,4,3,0,mid,1241,34,1.85
P002830,Beauty,19.97,1.77,S0317,1,6,6,0,budget,1660,39,1.46
P002831,Clothing,26.15,4.34,S0097,0,2,5,0,mid,1139,31,4.23
P002832,Home & Kitchen,39.22,3.61,S0093,1,2,3,0,mid,1720,10,2.77
P002833,Home & Kitchen,102.12,3.34,S0037,1,3,3,0,premium,1655,67,2.87
P002834,Toys & Games,77.68,4.13,S0497,0,5,7,0,mid,1545,27,4.01
P002835,Beauty,18.39,4.09,S0151,1,5,5,0,mid,1656,5,3.6
P002836,Sports & Outdoors,42.12,2.94,S0348,1,1,7,0,budget,1680,125,2.6
P002837,Sports & Outdoors,32.46,2.87,S0312,1,1,5,1,budget,71,16,2.86
P002838,Clothing,98.54,4.01,S0068,0,6,3,1,budget,1091,49,3.73
P002839,Home & Kitchen,107.76,4.16,S0084,1,5,6,0,mid,1210,51,3.98
P002840,Electronics,173.6,3.78,S0400,0,4,5,0,mid,232,42,3.75
P002841,Toys & Games,13.85,2.75,S0398,0,3,4,1,budget,1204,9,2.03
P002842,Home & Kitchen,25.11,2.03,S0279,0,7,4,0,budget,1551,176,1.67
P002843,Home & Kitchen,60.93,4.13,S0173,0,7,5,0,mid,1341,13,3.45
P002844,Clothing,62.57,3.52,S0201,1,3,7,0,budget,574,1,3.25
P002845,Clothing,13.03,3.89,S0396,0,2,4,0,premium,897,91,3.8
P002846,Sports & Outdoors,53.6,1.89,S0099,0,6,5,0,premium,1667,88,1.0
P002847,Clothing,118.82,3.54,S0044,0,2,3,1,mid,508,7,2.69
P002848,Electronics,162.37,2.89,S0139,0,3,6,0,premium,949,32,1.96
P002849,Toys & Games,78.22,4.63,S0095,1,7,7,0,mid,1513,121,3.89
P002850,Home & Kitchen,81.19,3.09,S0084,0,0,7,0,mid,896,180,2.77
P002851,Home & Kitchen,28.7,3.54,S0232,0,5,7,0,mid,222,69,3.65
P002852,Home & Kitchen,46.14,4.43,S0402,0,5,6,1,budget,1501,89,3.57
P002853,Toys & Games,29.62,1.98,S0346,0,3,5,0,budget,633,78,2.47
P002854,Clothing,25.41,2.59,S0137,1,1,7,0,mid,717,28,2.46
P002855,Beauty,15.65,4.7,S0213,0,6,3,0,budget,1521,8,4.37
P002856,Food & Grocery,54.33,3.39,S0235,1,6,4,0,premium,218,24,3.24
P002857,Sports & Outdoors,36.16,4.35,S0195,1,6,3,1,budget,1350,127,3.46
P002858,Home & Kitchen,105.05,3.19,S0484,1,2,4,0,mid,1417,126,2.67
P002859,Beauty,21.55,2.87,S0475,1,7,4,0,mid,1612,42,2.25
P002860,Home & Kitchen,54.16,3.06,S0498,1,6,5,0,budget,544,22,2.92
P002861,Home & Kitchen,77.05,3.34,S0210,1,1,6,0,budget,71,265,2.71
P002862,Books,12.57,3.25,S0396,0,3,7,1,mid,1527,38,2.83
P002863,Clothing,63.27,4.17,S0368,0,2,5,1,budget,303,71,3.52
P002864,Electronics,54.19,2.08,S0400,0,4,3,1,budget,1650,7,2.27
P002865,Home & Kitchen,71.6,1.93,S0081,1,1,3,0,budget,1289,30,1.52
P002866,Electronics,42.07,2.93,S0473,0,5,5,0,mid,723,121,2.28
P002867,Home & Kitchen,48.0,3.33,S0470,0,3,6,0,premium,687,6,3.11
P002868,Books,30.05,4.91,S0399,0,5,7,1,premium,1216,31,4.37
P002869,Food & Grocery,31.96,4.32,S0287,1,5,4,0,mid,1539,54,4.28
